,Artist,Rank,Song Title,Year
1717,Janet Jackson,59,Black Cat,1990
1718,After 7,60,Can't Stop,1990
1719,Aerosmith,61,Janie's Got A Gun,1990
1720,Digital Underground,62,The Humpty Dance,1990
1721,Taylor Dayne,63,I'll Be Your Shelter,1990
1722,Tom Petty,64,Free Fallin',1990
1723,Pebbles,65,Giving You The Benefit,1990
1724,Depeche Mode,66,Enjoy The Silence,1990
1725,Tesla,67,Love Song,1990
1726,Bad English,68,Price Of Love,1990
1727,Tyler Collins,69,Girls Nite Out,1990
1728,Chicago,71,What Kind Of Man Would I Be?,1990
1729,Skid Row,72,I Remember You,1990
1730,Technotronic,73,Get Up! (Before The Night Is Over),1990
1731,Gloria Estefan,74,Here We Are,1990
1732,Faith No More,75,Epic,1990
1733,Mariah Carey,76,Love Takes Time,1990
1734,Cher,77,Just Like Jesse James,1990
1735,Milli Vanilli,79,All Or Nothing,1990
1736,Dino,80,Romeo,1990
1737,Black Box,81,Everybody Everybody,1990
1738,Billy Joel,82,I Go To Extremes,1990
1739,Babyface,83,Whip Appeal,1990
1740,Paul Young,84,Oh Girl,1990
1741,Paula Abdul,86,(It's Just) The Way That You Love Me,1990
1742,The Cover Girls,87,We Can't Go Wrong,1990
1743,Michael Bolton,88,When I'm Back On My Feet Again,1990
1744,Keith Sweat,89,Make You Sweat,1990
1745,New Kids On The Block,90,This One's For The Children,1990
1746,Aerosmith,91,What It Takes,1990
1747,KISS,92,Forever,1990
1748,The Time,93,Jerk Out,1990
1749,Biz Markie,94,Just A Friend,1990
1750,Motley Crue,96,Without You,1990
1751,Jive Bunny & The Mastermixers,97,Swing The Mood,1990
1752,Prince,98,Thieves In The Temple,1990
1753,Mellow Man Ace,99,Mentirosa,1990
1754,Kyper,100,Tic-Tac-Toe,1990
1755,Daniel Powter,1,Bad Day,1991
1756,Sean Paul,2,Temperature,1991
1757,Nelly Furtado Featuring Timbaland,3,Promiscuous,1991
1758,James Blunt,4,You're Beautiful,1991
1759,Shakira Featuring Wyclef Jean,5,Hips Don't Lie,1991
1760,Natasha Bedingfield,6,Unwritten,1991
1761,Gnarls Barkley,7,Crazy,1991
1762,Chamillionaire Featuring Krayzie Bone,8,Ridin',1991
1763,Justin Timberlake,9,SexyBack,1991
1764,Beyonce Featuring Slim Thug,10,Check On It,1991
1765,Mary J. Blige,11,Be Without You,1991
1766,"Nelly Featuring Paul Wall, Ali & Gipp",12,Grillz,1991
1767,The Fray,13,Over My Head (Cable Car),1991
1768,Cassie,14,Me & U,1991
1769,The Pussycat Dolls Featuring Snoop Dogg,15,Buttons,1991
1770,Chris Brown,16,Run It!,1991
1771,Ne-Yo,17,So Sick,1991
1772,Yung Joc,18,It's Goin' Down,1991
1773,Rihanna,19,SOS,1991
1774,Panic! At The Disco,20,I Write Sins Not Tragedies,1991
1775,The All-American Rejects,21,Move Along,1991
1776,Fergie,22,London Bridge,1991
1777,Red Hot Chili Peppers,23,Dani California,1991
1778,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,24,Snap Yo Fingers,1991
1779,Dem Franchize Boyz Featuring Lil Peanut & Charlay,25,"Lean Wit It, Rock Wit It",1991
1780,Rascal Flatts,26,What Hurts The Most,1991
1781,The Fray,27,How To Save A Life,1991
1782,Rihanna,28,Unfaithful,1991
1783,Snow Patrol,29,Chasing Cars,1991
1784,Hinder,30,Lips Of An Angel,1991
1785,Cascada,31,Everytime We Touch,1991
1786,Christina Aguilera,32,Ain't No Other Man,1991
1787,Fall Out Boy,33,"Dance, Dance",1991
1788,Kanye West Featuring Jamie Foxx,34,Gold Digger,1991
1789,Ludacris Featuring Pharrell,35,Money Maker,1991
1790,Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark,36,Ms. New Booty,1991
1791,Sean Paul Featuring Keyshia Cole,37,(When You Gonna) Give It Up To Me,1991
1792,Nickelback,38,Photograph,1991
1793,Kelly Clarkson,39,Because Of You,1991
1794,The Pussycat Dolls,40,Stickwitu,1991
1795,T-Pain Featuring Mike Jones,41,I'm N Luv (Wit A Stripper),1991
1796,The Black Eyed Peas,42,My Humps,1991
1797,Fort Minor Featuring Holly Brook,43,Where'd You Go,1991
1798,Chris Brown,44,Yo (Excuse Me Miss),1991
1799,Kelly Clarkson,45,Walk Away,1991
1800,D4L,46,Laffy Taffy,1991
1801,T.I.,47,What You Know,1991
1802,The All-American Rejects,48,Dirty Little Secret,1991
1803,Nickelback,49,Savin' Me,1991
1804,Mariah Carey,50,Don't Forget About Us,1991
1805,Ne-Yo,51,Sexy Love,1991
1806,E-40 Featuring T-Pain & Kandi Girl,52,U And Dat,1991
1807,Nickelback,53,Far Away,1991
1808,Nick Lachey,54,What's Left Of Me,1991
1809,Field Mob Featuring Ciara,55,So What,1991
1810,Cherish Featuring Sean Paul Of The YoungBloodZ,56,Do It To It,1991
1811,KT Tunstall,57,Black Horse & The Cherry Tree,1991
1812,Juelz Santana,58,There It Go! (The Whistle Song),1991
1813,Young Dro Featuring T.I.,59,Shoulder Lean,1991
1814,Jamie Foxx Featuring Ludacris,60,Unpredictable,1991
1815,Justin Timberlake Featuring T.I.,61,My Love,1991
1816,Eminem Featuring Nate Dogg,62,Shake That,1991
1817,Chingy Featuring Tyrese,63,Pullin' Me Back,1991
1818,Kelis Featuring Too $hort,64,Bossy,1991
1819,Jibbs,65,Chain Hang Low,1991
1820,Akon Featuring Eminem,66,Smack That,1991
1821,Ray J,67,One Wish,1991
1822,Fall Out Boy,68,"Sugar, We're Goin' Down",1991
1823,Chris Brown Featuring Lil Wayne,69,Gimme That,1991
1824,Yung Joc Featuring Brandy 'Ms. B.' Hambrick,70,I Know You See It,1991
1825,Bon Jovi,71,Who Says You Can't Go Home,1991
1826,JoJo,72,Too Little Too Late,1991
1827,Busta Rhymes,73,Touch It,1991
1828,Daddy Yankee,74,Rompe,1991
1829,Beyonce Featuring Jay Z,75,Deja Vu,1991
1830,Rascal Flatts,76,Life Is A Highway,1991
1831,Evanescence,77,Call Me When You're Sober,1991
1832,Carrie Underwood,78,"Jesus, Take The Wheel",1991
1833,Danity Kane,79,Show Stopper,1991
1834,Ciara Featuring Chamillionaire,80,Get Up,1991
1835,Sean Paul,81,We Be Burnin',1991
1836,Blue October,82,Hate Me,1991
1837,Lifehouse,83,You And Me,1991
1838,The Pussycat Dolls Featuring will.i.am,84,Beep,1991
1839,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",85,I Think They Like Me,1991
1840,Chris Brown,86,Say Goodbye,1991
1841,John Mayer,87,Waiting On The World To Change,1991
1842,Young Jeezy Featuring Akon,88,Soul Survivor,1991
1843,The Black Eyed Peas,89,Pump It,1991
1844,Eminem,90,When I'm Gone,1991
1845,Madonna,91,Hung Up,1991
1846,Three 6 Mafia Featuring Young Buck & Eightball & MJG,92,Stay Fly,1991
1847,Keyshia Cole,93,Love,1991
1848,Ne-Yo,94,When You're Mad,1991
1849,T.I.,95,Why You Wanna,1991
1850,P!nk,96,Stupid Girls,1991
1851,Gorillaz,97,Feel Good Inc,1991
1852,T-Pain,98,I'm Sprung,1991
1853,Taylor Hicks,99,Do I Make You Proud,1991
1854,Teddy Geiger,100,For You I Will (Confidence),1991
1855,Daniel Powter,1,Bad Day,1992
1856,Sean Paul,2,Temperature,1992
1857,Nelly Furtado Featuring Timbaland,3,Promiscuous,1992
1858,James Blunt,4,You're Beautiful,1992
1859,Shakira Featuring Wyclef Jean,5,Hips Don't Lie,1992
1860,Natasha Bedingfield,6,Unwritten,1992
1861,Gnarls Barkley,7,Crazy,1992
1862,Chamillionaire Featuring Krayzie Bone,8,Ridin',1992
1863,Justin Timberlake,9,SexyBack,1992
1864,Beyonce Featuring Slim Thug,10,Check On It,1992
1865,Mary J. Blige,11,Be Without You,1992
1866,"Nelly Featuring Paul Wall, Ali & Gipp",12,Grillz,1992
1867,The Fray,13,Over My Head (Cable Car),1992
1868,Cassie,14,Me & U,1992
1869,The Pussycat Dolls Featuring Snoop Dogg,15,Buttons,1992
1870,Chris Brown,16,Run It!,1992
1871,Ne-Yo,17,So Sick,1992
1872,Yung Joc,18,It's Goin' Down,1992
1873,Rihanna,19,SOS,1992
1874,Panic! At The Disco,20,I Write Sins Not Tragedies,1992
1875,The All-American Rejects,21,Move Along,1992
1876,Fergie,22,London Bridge,1992
1877,Red Hot Chili Peppers,23,Dani California,1992
1878,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,24,Snap Yo Fingers,1992
1879,Dem Franchize Boyz Featuring Lil Peanut & Charlay,25,"Lean Wit It, Rock Wit It",1992
1880,Rascal Flatts,26,What Hurts The Most,1992
1881,The Fray,27,How To Save A Life,1992
1882,Rihanna,28,Unfaithful,1992
1883,Snow Patrol,29,Chasing Cars,1992
1884,Hinder,30,Lips Of An Angel,1992
1885,Cascada,31,Everytime We Touch,1992
1886,Christina Aguilera,32,Ain't No Other Man,1992
1887,Fall Out Boy,33,"Dance, Dance",1992
1888,Kanye West Featuring Jamie Foxx,34,Gold Digger,1992
1889,Ludacris Featuring Pharrell,35,Money Maker,1992
1890,Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark,36,Ms. New Booty,1992
1891,Sean Paul Featuring Keyshia Cole,37,(When You Gonna) Give It Up To Me,1992
1892,Nickelback,38,Photograph,1992
1893,Kelly Clarkson,39,Because Of You,1992
1894,The Pussycat Dolls,40,Stickwitu,1992
1895,T-Pain Featuring Mike Jones,41,I'm N Luv (Wit A Stripper),1992
1896,The Black Eyed Peas,42,My Humps,1992
1897,Fort Minor Featuring Holly Brook,43,Where'd You Go,1992
1898,Chris Brown,44,Yo (Excuse Me Miss),1992
1899,Kelly Clarkson,45,Walk Away,1992
1900,D4L,46,Laffy Taffy,1992
1901,T.I.,47,What You Know,1992
1902,The All-American Rejects,48,Dirty Little Secret,1992
1903,Nickelback,49,Savin' Me,1992
1904,Mariah Carey,50,Don't Forget About Us,1992
1905,Ne-Yo,51,Sexy Love,1992
1906,E-40 Featuring T-Pain & Kandi Girl,52,U And Dat,1992
1907,Nickelback,53,Far Away,1992
1908,Nick Lachey,54,What's Left Of Me,1992
1909,Field Mob Featuring Ciara,55,So What,1992
1910,Cherish Featuring Sean Paul Of The YoungBloodZ,56,Do It To It,1992
1911,KT Tunstall,57,Black Horse & The Cherry Tree,1992
1912,Juelz Santana,58,There It Go! (The Whistle Song),1992
1913,Young Dro Featuring T.I.,59,Shoulder Lean,1992
1914,Jamie Foxx Featuring Ludacris,60,Unpredictable,1992
1915,Justin Timberlake Featuring T.I.,61,My Love,1992
1916,Eminem Featuring Nate Dogg,62,Shake That,1992
1917,Chingy Featuring Tyrese,63,Pullin' Me Back,1992
1918,Kelis Featuring Too $hort,64,Bossy,1992
1919,Jibbs,65,Chain Hang Low,1992
1920,Akon Featuring Eminem,66,Smack That,1992
1921,Ray J,67,One Wish,1992
1922,Fall Out Boy,68,"Sugar, We're Goin' Down",1992
1923,Chris Brown Featuring Lil Wayne,69,Gimme That,1992
1924,Yung Joc Featuring Brandy 'Ms. B.' Hambrick,70,I Know You See It,1992
1925,Bon Jovi,71,Who Says You Can't Go Home,1992
1926,JoJo,72,Too Little Too Late,1992
1927,Busta Rhymes,73,Touch It,1992
1928,Daddy Yankee,74,Rompe,1992
1929,Beyonce Featuring Jay Z,75,Deja Vu,1992
1930,Rascal Flatts,76,Life Is A Highway,1992
1931,Evanescence,77,Call Me When You're Sober,1992
1932,Carrie Underwood,78,"Jesus, Take The Wheel",1992
1933,Danity Kane,79,Show Stopper,1992
1934,Ciara Featuring Chamillionaire,80,Get Up,1992
1935,Sean Paul,81,We Be Burnin',1992
1936,Blue October,82,Hate Me,1992
1937,Lifehouse,83,You And Me,1992
1938,The Pussycat Dolls Featuring will.i.am,84,Beep,1992
1939,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",85,I Think They Like Me,1992
1940,Chris Brown,86,Say Goodbye,1992
1941,John Mayer,87,Waiting On The World To Change,1992
1942,Young Jeezy Featuring Akon,88,Soul Survivor,1992
1943,The Black Eyed Peas,89,Pump It,1992
1944,Eminem,90,When I'm Gone,1992
1945,Madonna,91,Hung Up,1992
1946,Three 6 Mafia Featuring Young Buck & Eightball & MJG,92,Stay Fly,1992
1947,Keyshia Cole,93,Love,1992
1948,Ne-Yo,94,When You're Mad,1992
1949,T.I.,95,Why You Wanna,1992
1950,P!nk,96,Stupid Girls,1992
1951,Gorillaz,97,Feel Good Inc,1992
1952,T-Pain,98,I'm Sprung,1992
1953,Taylor Hicks,99,Do I Make You Proud,1992
1954,Teddy Geiger,100,For You I Will (Confidence),1992
1955,Daniel Powter,1,Bad Day,1993
1956,Sean Paul,2,Temperature,1993
1957,Nelly Furtado Featuring Timbaland,3,Promiscuous,1993
1958,James Blunt,4,You're Beautiful,1993
1959,Shakira Featuring Wyclef Jean,5,Hips Don't Lie,1993
1960,Natasha Bedingfield,6,Unwritten,1993
1961,Gnarls Barkley,7,Crazy,1993
1962,Chamillionaire Featuring Krayzie Bone,8,Ridin',1993
1963,Justin Timberlake,9,SexyBack,1993
1964,Beyonce Featuring Slim Thug,10,Check On It,1993
1965,Mary J. Blige,11,Be Without You,1993
1966,"Nelly Featuring Paul Wall, Ali & Gipp",12,Grillz,1993
1967,The Fray,13,Over My Head (Cable Car),1993
1968,Cassie,14,Me & U,1993
1969,The Pussycat Dolls Featuring Snoop Dogg,15,Buttons,1993
1970,Chris Brown,16,Run It!,1993
1971,Ne-Yo,17,So Sick,1993
1972,Yung Joc,18,It's Goin' Down,1993
1973,Rihanna,19,SOS,1993
1974,Panic! At The Disco,20,I Write Sins Not Tragedies,1993
1975,The All-American Rejects,21,Move Along,1993
1976,Fergie,22,London Bridge,1993
1977,Red Hot Chili Peppers,23,Dani California,1993
1978,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,24,Snap Yo Fingers,1993
1979,Dem Franchize Boyz Featuring Lil Peanut & Charlay,25,"Lean Wit It, Rock Wit It",1993
1980,Rascal Flatts,26,What Hurts The Most,1993
1981,The Fray,27,How To Save A Life,1993
1982,Rihanna,28,Unfaithful,1993
1983,Snow Patrol,29,Chasing Cars,1993
1984,Hinder,30,Lips Of An Angel,1993
1985,Cascada,31,Everytime We Touch,1993
1986,Christina Aguilera,32,Ain't No Other Man,1993
1987,Fall Out Boy,33,"Dance, Dance",1993
1988,Kanye West Featuring Jamie Foxx,34,Gold Digger,1993
1989,Ludacris Featuring Pharrell,35,Money Maker,1993
1990,Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark,36,Ms. New Booty,1993
1991,Sean Paul Featuring Keyshia Cole,37,(When You Gonna) Give It Up To Me,1993
1992,Nickelback,38,Photograph,1993
1993,Kelly Clarkson,39,Because Of You,1993
1994,The Pussycat Dolls,40,Stickwitu,1993
1995,T-Pain Featuring Mike Jones,41,I'm N Luv (Wit A Stripper),1993
1996,The Black Eyed Peas,42,My Humps,1993
1997,Fort Minor Featuring Holly Brook,43,Where'd You Go,1993
1998,Chris Brown,44,Yo (Excuse Me Miss),1993
1999,Kelly Clarkson,45,Walk Away,1993
2000,D4L,46,Laffy Taffy,1993
2001,T.I.,47,What You Know,1993
2002,The All-American Rejects,48,Dirty Little Secret,1993
2003,Nickelback,49,Savin' Me,1993
2004,Mariah Carey,50,Don't Forget About Us,1993
2005,Ne-Yo,51,Sexy Love,1993
2006,E-40 Featuring T-Pain & Kandi Girl,52,U And Dat,1993
2007,Nickelback,53,Far Away,1993
2008,Nick Lachey,54,What's Left Of Me,1993
2009,Field Mob Featuring Ciara,55,So What,1993
2010,Cherish Featuring Sean Paul Of The YoungBloodZ,56,Do It To It,1993
2011,KT Tunstall,57,Black Horse & The Cherry Tree,1993
2012,Juelz Santana,58,There It Go! (The Whistle Song),1993
2013,Young Dro Featuring T.I.,59,Shoulder Lean,1993
2014,Jamie Foxx Featuring Ludacris,60,Unpredictable,1993
2015,Justin Timberlake Featuring T.I.,61,My Love,1993
2016,Eminem Featuring Nate Dogg,62,Shake That,1993
2017,Chingy Featuring Tyrese,63,Pullin' Me Back,1993
2018,Kelis Featuring Too $hort,64,Bossy,1993
2019,Jibbs,65,Chain Hang Low,1993
2020,Akon Featuring Eminem,66,Smack That,1993
2021,Ray J,67,One Wish,1993
2022,Fall Out Boy,68,"Sugar, We're Goin' Down",1993
2023,Chris Brown Featuring Lil Wayne,69,Gimme That,1993
2024,Yung Joc Featuring Brandy 'Ms. B.' Hambrick,70,I Know You See It,1993
2025,Bon Jovi,71,Who Says You Can't Go Home,1993
2026,JoJo,72,Too Little Too Late,1993
2027,Busta Rhymes,73,Touch It,1993
2028,Daddy Yankee,74,Rompe,1993
2029,Beyonce Featuring Jay Z,75,Deja Vu,1993
2030,Rascal Flatts,76,Life Is A Highway,1993
2031,Evanescence,77,Call Me When You're Sober,1993
2032,Carrie Underwood,78,"Jesus, Take The Wheel",1993
2033,Danity Kane,79,Show Stopper,1993
2034,Ciara Featuring Chamillionaire,80,Get Up,1993
2035,Sean Paul,81,We Be Burnin',1993
2036,Blue October,82,Hate Me,1993
2037,Lifehouse,83,You And Me,1993
2038,The Pussycat Dolls Featuring will.i.am,84,Beep,1993
2039,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",85,I Think They Like Me,1993
2040,Chris Brown,86,Say Goodbye,1993
2041,John Mayer,87,Waiting On The World To Change,1993
2042,Young Jeezy Featuring Akon,88,Soul Survivor,1993
2043,The Black Eyed Peas,89,Pump It,1993
2044,Eminem,90,When I'm Gone,1993
2045,Madonna,91,Hung Up,1993
2046,Three 6 Mafia Featuring Young Buck & Eightball & MJG,92,Stay Fly,1993
2047,Keyshia Cole,93,Love,1993
2048,Ne-Yo,94,When You're Mad,1993
2049,T.I.,95,Why You Wanna,1993
2050,P!nk,96,Stupid Girls,1993
2051,Gorillaz,97,Feel Good Inc,1993
2052,T-Pain,98,I'm Sprung,1993
2053,Taylor Hicks,99,Do I Make You Proud,1993
2054,Teddy Geiger,100,For You I Will (Confidence),1993
2055,Daniel Powter,1,Bad Day,1994
2056,Sean Paul,2,Temperature,1994
2057,Nelly Furtado Featuring Timbaland,3,Promiscuous,1994
2058,James Blunt,4,You're Beautiful,1994
2059,Shakira Featuring Wyclef Jean,5,Hips Don't Lie,1994
2060,Natasha Bedingfield,6,Unwritten,1994
2061,Gnarls Barkley,7,Crazy,1994
2062,Chamillionaire Featuring Krayzie Bone,8,Ridin',1994
2063,Justin Timberlake,9,SexyBack,1994
2064,Beyonce Featuring Slim Thug,10,Check On It,1994
2065,Mary J. Blige,11,Be Without You,1994
2066,"Nelly Featuring Paul Wall, Ali & Gipp",12,Grillz,1994
2067,The Fray,13,Over My Head (Cable Car),1994
2068,Cassie,14,Me & U,1994
2069,The Pussycat Dolls Featuring Snoop Dogg,15,Buttons,1994
2070,Chris Brown,16,Run It!,1994
2071,Ne-Yo,17,So Sick,1994
2072,Yung Joc,18,It's Goin' Down,1994
2073,Rihanna,19,SOS,1994
2074,Panic! At The Disco,20,I Write Sins Not Tragedies,1994
2075,The All-American Rejects,21,Move Along,1994
2076,Fergie,22,London Bridge,1994
2077,Red Hot Chili Peppers,23,Dani California,1994
2078,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,24,Snap Yo Fingers,1994
2079,Dem Franchize Boyz Featuring Lil Peanut & Charlay,25,"Lean Wit It, Rock Wit It",1994
2080,Rascal Flatts,26,What Hurts The Most,1994
2081,The Fray,27,How To Save A Life,1994
2082,Rihanna,28,Unfaithful,1994
2083,Snow Patrol,29,Chasing Cars,1994
2084,Hinder,30,Lips Of An Angel,1994
2085,Cascada,31,Everytime We Touch,1994
2086,Christina Aguilera,32,Ain't No Other Man,1994
2087,Fall Out Boy,33,"Dance, Dance",1994
2088,Kanye West Featuring Jamie Foxx,34,Gold Digger,1994
2089,Ludacris Featuring Pharrell,35,Money Maker,1994
2090,Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark,36,Ms. New Booty,1994
2091,Sean Paul Featuring Keyshia Cole,37,(When You Gonna) Give It Up To Me,1994
2092,Nickelback,38,Photograph,1994
2093,Kelly Clarkson,39,Because Of You,1994
2094,The Pussycat Dolls,40,Stickwitu,1994
2095,T-Pain Featuring Mike Jones,41,I'm N Luv (Wit A Stripper),1994
2096,The Black Eyed Peas,42,My Humps,1994
2097,Fort Minor Featuring Holly Brook,43,Where'd You Go,1994
2098,Chris Brown,44,Yo (Excuse Me Miss),1994
2099,Kelly Clarkson,45,Walk Away,1994
2100,D4L,46,Laffy Taffy,1994
2101,T.I.,47,What You Know,1994
2102,The All-American Rejects,48,Dirty Little Secret,1994
2103,Nickelback,49,Savin' Me,1994
2104,Mariah Carey,50,Don't Forget About Us,1994
2105,Ne-Yo,51,Sexy Love,1994
2106,E-40 Featuring T-Pain & Kandi Girl,52,U And Dat,1994
2107,Nickelback,53,Far Away,1994
2108,Nick Lachey,54,What's Left Of Me,1994
2109,Field Mob Featuring Ciara,55,So What,1994
2110,Cherish Featuring Sean Paul Of The YoungBloodZ,56,Do It To It,1994
2111,KT Tunstall,57,Black Horse & The Cherry Tree,1994
2112,Juelz Santana,58,There It Go! (The Whistle Song),1994
2113,Young Dro Featuring T.I.,59,Shoulder Lean,1994
2114,Jamie Foxx Featuring Ludacris,60,Unpredictable,1994
2115,Justin Timberlake Featuring T.I.,61,My Love,1994
2116,Eminem Featuring Nate Dogg,62,Shake That,1994
2117,Chingy Featuring Tyrese,63,Pullin' Me Back,1994
2118,Kelis Featuring Too $hort,64,Bossy,1994
2119,Jibbs,65,Chain Hang Low,1994
2120,Akon Featuring Eminem,66,Smack That,1994
2121,Ray J,67,One Wish,1994
2122,Fall Out Boy,68,"Sugar, We're Goin' Down",1994
2123,Chris Brown Featuring Lil Wayne,69,Gimme That,1994
2124,Yung Joc Featuring Brandy 'Ms. B.' Hambrick,70,I Know You See It,1994
2125,Bon Jovi,71,Who Says You Can't Go Home,1994
2126,JoJo,72,Too Little Too Late,1994
2127,Busta Rhymes,73,Touch It,1994
2128,Daddy Yankee,74,Rompe,1994
2129,Beyonce Featuring Jay Z,75,Deja Vu,1994
2130,Rascal Flatts,76,Life Is A Highway,1994
2131,Evanescence,77,Call Me When You're Sober,1994
2132,Carrie Underwood,78,"Jesus, Take The Wheel",1994
2133,Danity Kane,79,Show Stopper,1994
2134,Ciara Featuring Chamillionaire,80,Get Up,1994
2135,Sean Paul,81,We Be Burnin',1994
2136,Blue October,82,Hate Me,1994
2137,Lifehouse,83,You And Me,1994
2138,The Pussycat Dolls Featuring will.i.am,84,Beep,1994
2139,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",85,I Think They Like Me,1994
2140,Chris Brown,86,Say Goodbye,1994
2141,John Mayer,87,Waiting On The World To Change,1994
2142,Young Jeezy Featuring Akon,88,Soul Survivor,1994
2143,The Black Eyed Peas,89,Pump It,1994
2144,Eminem,90,When I'm Gone,1994
2145,Madonna,91,Hung Up,1994
2146,Three 6 Mafia Featuring Young Buck & Eightball & MJG,92,Stay Fly,1994
2147,Keyshia Cole,93,Love,1994
2148,Ne-Yo,94,When You're Mad,1994
2149,T.I.,95,Why You Wanna,1994
2150,P!nk,96,Stupid Girls,1994
2151,Gorillaz,97,Feel Good Inc,1994
