,Artist,Rank,Song Title,Year
2503,Nickelback,49,Savin' Me,1998
2504,Mariah Carey,50,Don't Forget About Us,1998
2505,Ne-Yo,51,Sexy Love,1998
2506,E-40 Featuring T-Pain & Kandi Girl,52,U And Dat,1998
2507,Nickelback,53,Far Away,1998
2508,Nick Lachey,54,What's Left Of Me,1998
2509,Field Mob Featuring Ciara,55,So What,1998
2510,Cherish Featuring Sean Paul Of The YoungBloodZ,56,Do It To It,1998
2511,KT Tunstall,57,Black Horse & The Cherry Tree,1998
2512,Juelz Santana,58,There It Go! (The Whistle Song),1998
2513,Young Dro Featuring T.I.,59,Shoulder Lean,1998
2514,Jamie Foxx Featuring Ludacris,60,Unpredictable,1998
2515,Justin Timberlake Featuring T.I.,61,My Love,1998
2516,Eminem Featuring Nate Dogg,62,Shake That,1998
2517,Chingy Featuring Tyrese,63,Pullin' Me Back,1998
2518,Kelis Featuring Too $hort,64,Bossy,1998
2519,Jibbs,65,Chain Hang Low,1998
2520,Akon Featuring Eminem,66,Smack That,1998
2521,Ray J,67,One Wish,1998
2522,Fall Out Boy,68,"Sugar, We're Goin' Down",1998
2523,Chris Brown Featuring Lil Wayne,69,Gimme That,1998
2524,Yung Joc Featuring Brandy 'Ms. B.' Hambrick,70,I Know You See It,1998
2525,Bon Jovi,71,Who Says You Can't Go Home,1998
2526,JoJo,72,Too Little Too Late,1998
2527,Busta Rhymes,73,Touch It,1998
2528,Daddy Yankee,74,Rompe,1998
2529,Beyonce Featuring Jay Z,75,Deja Vu,1998
2530,Rascal Flatts,76,Life Is A Highway,1998
2531,Evanescence,77,Call Me When You're Sober,1998
2532,Carrie Underwood,78,"Jesus, Take The Wheel",1998
2533,Danity Kane,79,Show Stopper,1998
2534,Ciara Featuring Chamillionaire,80,Get Up,1998
2535,Sean Paul,81,We Be Burnin',1998
2536,Blue October,82,Hate Me,1998
2537,Lifehouse,83,You And Me,1998
2538,The Pussycat Dolls Featuring will.i.am,84,Beep,1998
2539,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",85,I Think They Like Me,1998
2540,Chris Brown,86,Say Goodbye,1998
2541,John Mayer,87,Waiting On The World To Change,1998
2542,Young Jeezy Featuring Akon,88,Soul Survivor,1998
2543,The Black Eyed Peas,89,Pump It,1998
2544,Eminem,90,When I'm Gone,1998
2545,Madonna,91,Hung Up,1998
2546,Three 6 Mafia Featuring Young Buck & Eightball & MJG,92,Stay Fly,1998
2547,Keyshia Cole,93,Love,1998
2548,Ne-Yo,94,When You're Mad,1998
2549,T.I.,95,Why You Wanna,1998
2550,P!nk,96,Stupid Girls,1998
2551,Gorillaz,97,Feel Good Inc,1998
2552,T-Pain,98,I'm Sprung,1998
2553,Taylor Hicks,99,Do I Make You Proud,1998
2554,Teddy Geiger,100,For You I Will (Confidence),1998
2555,Daniel Powter,1,Bad Day,1999
2556,Sean Paul,2,Temperature,1999
2557,Nelly Furtado Featuring Timbaland,3,Promiscuous,1999
2558,James Blunt,4,You're Beautiful,1999
2559,Shakira Featuring Wyclef Jean,5,Hips Don't Lie,1999
2560,Natasha Bedingfield,6,Unwritten,1999
2561,Gnarls Barkley,7,Crazy,1999
2562,Chamillionaire Featuring Krayzie Bone,8,Ridin',1999
2563,Justin Timberlake,9,SexyBack,1999
2564,Beyonce Featuring Slim Thug,10,Check On It,1999
2565,Mary J. Blige,11,Be Without You,1999
2566,"Nelly Featuring Paul Wall, Ali & Gipp",12,Grillz,1999
2567,The Fray,13,Over My Head (Cable Car),1999
2568,Cassie,14,Me & U,1999
2569,The Pussycat Dolls Featuring Snoop Dogg,15,Buttons,1999
2570,Chris Brown,16,Run It!,1999
2571,Ne-Yo,17,So Sick,1999
2572,Yung Joc,18,It's Goin' Down,1999
2573,Rihanna,19,SOS,1999
2574,Panic! At The Disco,20,I Write Sins Not Tragedies,1999
2575,The All-American Rejects,21,Move Along,1999
2576,Fergie,22,London Bridge,1999
2577,Red Hot Chili Peppers,23,Dani California,1999
2578,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,24,Snap Yo Fingers,1999
2579,Dem Franchize Boyz Featuring Lil Peanut & Charlay,25,"Lean Wit It, Rock Wit It",1999
2580,Rascal Flatts,26,What Hurts The Most,1999
2581,The Fray,27,How To Save A Life,1999
2582,Rihanna,28,Unfaithful,1999
2583,Snow Patrol,29,Chasing Cars,1999
2584,Hinder,30,Lips Of An Angel,1999
2585,Cascada,31,Everytime We Touch,1999
2586,Christina Aguilera,32,Ain't No Other Man,1999
2587,Fall Out Boy,33,"Dance, Dance",1999
2588,Kanye West Featuring Jamie Foxx,34,Gold Digger,1999
2589,Ludacris Featuring Pharrell,35,Money Maker,1999
2590,Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark,36,Ms. New Booty,1999
2591,Sean Paul Featuring Keyshia Cole,37,(When You Gonna) Give It Up To Me,1999
2592,Nickelback,38,Photograph,1999
2593,Kelly Clarkson,39,Because Of You,1999
2594,The Pussycat Dolls,40,Stickwitu,1999
2595,T-Pain Featuring Mike Jones,41,I'm N Luv (Wit A Stripper),1999
2596,The Black Eyed Peas,42,My Humps,1999
2597,Fort Minor Featuring Holly Brook,43,Where'd You Go,1999
2598,Chris Brown,44,Yo (Excuse Me Miss),1999
2599,Kelly Clarkson,45,Walk Away,1999
2600,D4L,46,Laffy Taffy,1999
2601,T.I.,47,What You Know,1999
2602,The All-American Rejects,48,Dirty Little Secret,1999
2603,Nickelback,49,Savin' Me,1999
2604,Mariah Carey,50,Don't Forget About Us,1999
2605,Ne-Yo,51,Sexy Love,1999
2606,E-40 Featuring T-Pain & Kandi Girl,52,U And Dat,1999
2607,Nickelback,53,Far Away,1999
2608,Nick Lachey,54,What's Left Of Me,1999
2609,Field Mob Featuring Ciara,55,So What,1999
2610,Cherish Featuring Sean Paul Of The YoungBloodZ,56,Do It To It,1999
2611,KT Tunstall,57,Black Horse & The Cherry Tree,1999
2612,Juelz Santana,58,There It Go! (The Whistle Song),1999
2613,Young Dro Featuring T.I.,59,Shoulder Lean,1999
2614,Jamie Foxx Featuring Ludacris,60,Unpredictable,1999
2615,Justin Timberlake Featuring T.I.,61,My Love,1999
2616,Eminem Featuring Nate Dogg,62,Shake That,1999
2617,Chingy Featuring Tyrese,63,Pullin' Me Back,1999
2618,Kelis Featuring Too $hort,64,Bossy,1999
2619,Jibbs,65,Chain Hang Low,1999
2620,Akon Featuring Eminem,66,Smack That,1999
2621,Ray J,67,One Wish,1999
2622,Fall Out Boy,68,"Sugar, We're Goin' Down",1999
2623,Chris Brown Featuring Lil Wayne,69,Gimme That,1999
2624,Yung Joc Featuring Brandy 'Ms. B.' Hambrick,70,I Know You See It,1999
2625,Bon Jovi,71,Who Says You Can't Go Home,1999
2626,JoJo,72,Too Little Too Late,1999
2627,Busta Rhymes,73,Touch It,1999
2628,Daddy Yankee,74,Rompe,1999
2629,Beyonce Featuring Jay Z,75,Deja Vu,1999
2630,Rascal Flatts,76,Life Is A Highway,1999
2631,Evanescence,77,Call Me When You're Sober,1999
2632,Carrie Underwood,78,"Jesus, Take The Wheel",1999
2633,Danity Kane,79,Show Stopper,1999
2634,Ciara Featuring Chamillionaire,80,Get Up,1999
2635,Sean Paul,81,We Be Burnin',1999
2636,Blue October,82,Hate Me,1999
2637,Lifehouse,83,You And Me,1999
2638,The Pussycat Dolls Featuring will.i.am,84,Beep,1999
2639,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",85,I Think They Like Me,1999
2640,Chris Brown,86,Say Goodbye,1999
2641,John Mayer,87,Waiting On The World To Change,1999
2642,Young Jeezy Featuring Akon,88,Soul Survivor,1999
2643,The Black Eyed Peas,89,Pump It,1999
2644,Eminem,90,When I'm Gone,1999
2645,Madonna,91,Hung Up,1999
2646,Three 6 Mafia Featuring Young Buck & Eightball & MJG,92,Stay Fly,1999
2647,Keyshia Cole,93,Love,1999
2648,Ne-Yo,94,When You're Mad,1999
2649,T.I.,95,Why You Wanna,1999
2650,P!nk,96,Stupid Girls,1999
2651,Gorillaz,97,Feel Good Inc,1999
2652,T-Pain,98,I'm Sprung,1999
2653,Taylor Hicks,99,Do I Make You Proud,1999
2654,Teddy Geiger,100,For You I Will (Confidence),1999
2655,Daniel Powter,1,Bad Day,2000
2656,Sean Paul,2,Temperature,2000
2657,Nelly Furtado Featuring Timbaland,3,Promiscuous,2000
2658,James Blunt,4,You're Beautiful,2000
2659,Shakira Featuring Wyclef Jean,5,Hips Don't Lie,2000
2660,Natasha Bedingfield,6,Unwritten,2000
2661,Gnarls Barkley,7,Crazy,2000
2662,Chamillionaire Featuring Krayzie Bone,8,Ridin',2000
2663,Justin Timberlake,9,SexyBack,2000
2664,Beyonce Featuring Slim Thug,10,Check On It,2000
2665,Mary J. Blige,11,Be Without You,2000
2666,"Nelly Featuring Paul Wall, Ali & Gipp",12,Grillz,2000
2667,The Fray,13,Over My Head (Cable Car),2000
2668,Cassie,14,Me & U,2000
2669,The Pussycat Dolls Featuring Snoop Dogg,15,Buttons,2000
2670,Chris Brown,16,Run It!,2000
2671,Ne-Yo,17,So Sick,2000
2672,Yung Joc,18,It's Goin' Down,2000
2673,Rihanna,19,SOS,2000
2674,Panic! At The Disco,20,I Write Sins Not Tragedies,2000
2675,The All-American Rejects,21,Move Along,2000
2676,Fergie,22,London Bridge,2000
2677,Red Hot Chili Peppers,23,Dani California,2000
2678,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,24,Snap Yo Fingers,2000
2679,Dem Franchize Boyz Featuring Lil Peanut & Charlay,25,"Lean Wit It, Rock Wit It",2000
2680,Rascal Flatts,26,What Hurts The Most,2000
2681,The Fray,27,How To Save A Life,2000
2682,Rihanna,28,Unfaithful,2000
2683,Snow Patrol,29,Chasing Cars,2000
2684,Hinder,30,Lips Of An Angel,2000
2685,Cascada,31,Everytime We Touch,2000
2686,Christina Aguilera,32,Ain't No Other Man,2000
2687,Fall Out Boy,33,"Dance, Dance",2000
2688,Kanye West Featuring Jamie Foxx,34,Gold Digger,2000
2689,Ludacris Featuring Pharrell,35,Money Maker,2000
2690,Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark,36,Ms. New Booty,2000
2691,Sean Paul Featuring Keyshia Cole,37,(When You Gonna) Give It Up To Me,2000
2692,Nickelback,38,Photograph,2000
2693,Kelly Clarkson,39,Because Of You,2000
2694,The Pussycat Dolls,40,Stickwitu,2000
2695,T-Pain Featuring Mike Jones,41,I'm N Luv (Wit A Stripper),2000
2696,The Black Eyed Peas,42,My Humps,2000
2697,Fort Minor Featuring Holly Brook,43,Where'd You Go,2000
2698,Chris Brown,44,Yo (Excuse Me Miss),2000
2699,Kelly Clarkson,45,Walk Away,2000
2700,D4L,46,Laffy Taffy,2000
2701,T.I.,47,What You Know,2000
2702,The All-American Rejects,48,Dirty Little Secret,2000
2703,Nickelback,49,Savin' Me,2000
2704,Mariah Carey,50,Don't Forget About Us,2000
2705,Ne-Yo,51,Sexy Love,2000
2706,E-40 Featuring T-Pain & Kandi Girl,52,U And Dat,2000
2707,Nickelback,53,Far Away,2000
2708,Nick Lachey,54,What's Left Of Me,2000
2709,Field Mob Featuring Ciara,55,So What,2000
2710,Cherish Featuring Sean Paul Of The YoungBloodZ,56,Do It To It,2000
2711,KT Tunstall,57,Black Horse & The Cherry Tree,2000
2712,Juelz Santana,58,There It Go! (The Whistle Song),2000
2713,Young Dro Featuring T.I.,59,Shoulder Lean,2000
2714,Jamie Foxx Featuring Ludacris,60,Unpredictable,2000
2715,Justin Timberlake Featuring T.I.,61,My Love,2000
2716,Eminem Featuring Nate Dogg,62,Shake That,2000
2717,Chingy Featuring Tyrese,63,Pullin' Me Back,2000
2718,Kelis Featuring Too $hort,64,Bossy,2000
2719,Jibbs,65,Chain Hang Low,2000
2720,Akon Featuring Eminem,66,Smack That,2000
2721,Ray J,67,One Wish,2000
2722,Fall Out Boy,68,"Sugar, We're Goin' Down",2000
2723,Chris Brown Featuring Lil Wayne,69,Gimme That,2000
2724,Yung Joc Featuring Brandy 'Ms. B.' Hambrick,70,I Know You See It,2000
2725,Bon Jovi,71,Who Says You Can't Go Home,2000
2726,JoJo,72,Too Little Too Late,2000
2727,Busta Rhymes,73,Touch It,2000
2728,Daddy Yankee,74,Rompe,2000
2729,Beyonce Featuring Jay Z,75,Deja Vu,2000
2730,Rascal Flatts,76,Life Is A Highway,2000
2731,Evanescence,77,Call Me When You're Sober,2000
2732,Carrie Underwood,78,"Jesus, Take The Wheel",2000
2733,Danity Kane,79,Show Stopper,2000
2734,Ciara Featuring Chamillionaire,80,Get Up,2000
2735,Sean Paul,81,We Be Burnin',2000
2736,Blue October,82,Hate Me,2000
2737,Lifehouse,83,You And Me,2000
2738,The Pussycat Dolls Featuring will.i.am,84,Beep,2000
2739,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",85,I Think They Like Me,2000
2740,Chris Brown,86,Say Goodbye,2000
2741,John Mayer,87,Waiting On The World To Change,2000
2742,Young Jeezy Featuring Akon,88,Soul Survivor,2000
2743,The Black Eyed Peas,89,Pump It,2000
2744,Eminem,90,When I'm Gone,2000
2745,Madonna,91,Hung Up,2000
2746,Three 6 Mafia Featuring Young Buck & Eightball & MJG,92,Stay Fly,2000
2747,Keyshia Cole,93,Love,2000
2748,Ne-Yo,94,When You're Mad,2000
2749,T.I.,95,Why You Wanna,2000
2750,P!nk,96,Stupid Girls,2000
2751,Gorillaz,97,Feel Good Inc,2000
2752,T-Pain,98,I'm Sprung,2000
2753,Taylor Hicks,99,Do I Make You Proud,2000
2754,Teddy Geiger,100,For You I Will (Confidence),2000
2755,Daniel Powter,1,Bad Day,2001
2756,Sean Paul,2,Temperature,2001
2757,Nelly Furtado Featuring Timbaland,3,Promiscuous,2001
2758,James Blunt,4,You're Beautiful,2001
2759,Shakira Featuring Wyclef Jean,5,Hips Don't Lie,2001
2760,Natasha Bedingfield,6,Unwritten,2001
2761,Gnarls Barkley,7,Crazy,2001
2762,Chamillionaire Featuring Krayzie Bone,8,Ridin',2001
2763,Justin Timberlake,9,SexyBack,2001
2764,Beyonce Featuring Slim Thug,10,Check On It,2001
2765,Mary J. Blige,11,Be Without You,2001
2766,"Nelly Featuring Paul Wall, Ali & Gipp",12,Grillz,2001
2767,The Fray,13,Over My Head (Cable Car),2001
2768,Cassie,14,Me & U,2001
2769,The Pussycat Dolls Featuring Snoop Dogg,15,Buttons,2001
2770,Chris Brown,16,Run It!,2001
2771,Ne-Yo,17,So Sick,2001
2772,Yung Joc,18,It's Goin' Down,2001
2773,Rihanna,19,SOS,2001
2774,Panic! At The Disco,20,I Write Sins Not Tragedies,2001
2775,The All-American Rejects,21,Move Along,2001
2776,Fergie,22,London Bridge,2001
2777,Red Hot Chili Peppers,23,Dani California,2001
2778,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,24,Snap Yo Fingers,2001
2779,Dem Franchize Boyz Featuring Lil Peanut & Charlay,25,"Lean Wit It, Rock Wit It",2001
2780,Rascal Flatts,26,What Hurts The Most,2001
2781,The Fray,27,How To Save A Life,2001
2782,Rihanna,28,Unfaithful,2001
2783,Snow Patrol,29,Chasing Cars,2001
2784,Hinder,30,Lips Of An Angel,2001
2785,Cascada,31,Everytime We Touch,2001
2786,Christina Aguilera,32,Ain't No Other Man,2001
2787,Fall Out Boy,33,"Dance, Dance",2001
2788,Kanye West Featuring Jamie Foxx,34,Gold Digger,2001
2789,Ludacris Featuring Pharrell,35,Money Maker,2001
2790,Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark,36,Ms. New Booty,2001
2791,Sean Paul Featuring Keyshia Cole,37,(When You Gonna) Give It Up To Me,2001
2792,Nickelback,38,Photograph,2001
2793,Kelly Clarkson,39,Because Of You,2001
2794,The Pussycat Dolls,40,Stickwitu,2001
2795,T-Pain Featuring Mike Jones,41,I'm N Luv (Wit A Stripper),2001
2796,The Black Eyed Peas,42,My Humps,2001
2797,Fort Minor Featuring Holly Brook,43,Where'd You Go,2001
2798,Chris Brown,44,Yo (Excuse Me Miss),2001
2799,Kelly Clarkson,45,Walk Away,2001
2800,D4L,46,Laffy Taffy,2001
2801,T.I.,47,What You Know,2001
2802,The All-American Rejects,48,Dirty Little Secret,2001
2803,Nickelback,49,Savin' Me,2001
2804,Mariah Carey,50,Don't Forget About Us,2001
2805,Ne-Yo,51,Sexy Love,2001
2806,E-40 Featuring T-Pain & Kandi Girl,52,U And Dat,2001
2807,Nickelback,53,Far Away,2001
2808,Nick Lachey,54,What's Left Of Me,2001
2809,Field Mob Featuring Ciara,55,So What,2001
2810,Cherish Featuring Sean Paul Of The YoungBloodZ,56,Do It To It,2001
2811,KT Tunstall,57,Black Horse & The Cherry Tree,2001
2812,Juelz Santana,58,There It Go! (The Whistle Song),2001
2813,Young Dro Featuring T.I.,59,Shoulder Lean,2001
2814,Jamie Foxx Featuring Ludacris,60,Unpredictable,2001
2815,Justin Timberlake Featuring T.I.,61,My Love,2001
2816,Eminem Featuring Nate Dogg,62,Shake That,2001
2817,Chingy Featuring Tyrese,63,Pullin' Me Back,2001
2818,Kelis Featuring Too $hort,64,Bossy,2001
2819,Jibbs,65,Chain Hang Low,2001
2820,Akon Featuring Eminem,66,Smack That,2001
2821,Ray J,67,One Wish,2001
2822,Fall Out Boy,68,"Sugar, We're Goin' Down",2001
2823,Chris Brown Featuring Lil Wayne,69,Gimme That,2001
2824,Yung Joc Featuring Brandy 'Ms. B.' Hambrick,70,I Know You See It,2001
2825,Bon Jovi,71,Who Says You Can't Go Home,2001
2826,JoJo,72,Too Little Too Late,2001
2827,Busta Rhymes,73,Touch It,2001
2828,Daddy Yankee,74,Rompe,2001
2829,Beyonce Featuring Jay Z,75,Deja Vu,2001
2830,Rascal Flatts,76,Life Is A Highway,2001
2831,Evanescence,77,Call Me When You're Sober,2001
2832,Carrie Underwood,78,"Jesus, Take The Wheel",2001
2833,Danity Kane,79,Show Stopper,2001
2834,Ciara Featuring Chamillionaire,80,Get Up,2001
2835,Sean Paul,81,We Be Burnin',2001
2836,Blue October,82,Hate Me,2001
2837,Lifehouse,83,You And Me,2001
2838,The Pussycat Dolls Featuring will.i.am,84,Beep,2001
2839,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",85,I Think They Like Me,2001
2840,Chris Brown,86,Say Goodbye,2001
2841,John Mayer,87,Waiting On The World To Change,2001
2842,Young Jeezy Featuring Akon,88,Soul Survivor,2001
2843,The Black Eyed Peas,89,Pump It,2001
2844,Eminem,90,When I'm Gone,2001
2845,Madonna,91,Hung Up,2001
2846,Three 6 Mafia Featuring Young Buck & Eightball & MJG,92,Stay Fly,2001
2847,Keyshia Cole,93,Love,2001
2848,Ne-Yo,94,When You're Mad,2001
2849,T.I.,95,Why You Wanna,2001
2850,P!nk,96,Stupid Girls,2001
2851,Gorillaz,97,Feel Good Inc,2001
2852,T-Pain,98,I'm Sprung,2001
2853,Taylor Hicks,99,Do I Make You Proud,2001
2854,Teddy Geiger,100,For You I Will (Confidence),2001
2855,Daniel Powter,1,Bad Day,2002
2856,Sean Paul,2,Temperature,2002
2857,Nelly Furtado Featuring Timbaland,3,Promiscuous,2002
2858,James Blunt,4,You're Beautiful,2002
2859,Shakira Featuring Wyclef Jean,5,Hips Don't Lie,2002
2860,Natasha Bedingfield,6,Unwritten,2002
2861,Gnarls Barkley,7,Crazy,2002
2862,Chamillionaire Featuring Krayzie Bone,8,Ridin',2002
2863,Justin Timberlake,9,SexyBack,2002
2864,Beyonce Featuring Slim Thug,10,Check On It,2002
2865,Mary J. Blige,11,Be Without You,2002
2866,"Nelly Featuring Paul Wall, Ali & Gipp",12,Grillz,2002
2867,The Fray,13,Over My Head (Cable Car),2002
2868,Cassie,14,Me & U,2002
2869,The Pussycat Dolls Featuring Snoop Dogg,15,Buttons,2002
2870,Chris Brown,16,Run It!,2002
2871,Ne-Yo,17,So Sick,2002
2872,Yung Joc,18,It's Goin' Down,2002
2873,Rihanna,19,SOS,2002
2874,Panic! At The Disco,20,I Write Sins Not Tragedies,2002
2875,The All-American Rejects,21,Move Along,2002
2876,Fergie,22,London Bridge,2002
2877,Red Hot Chili Peppers,23,Dani California,2002
2878,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,24,Snap Yo Fingers,2002
2879,Dem Franchize Boyz Featuring Lil Peanut & Charlay,25,"Lean Wit It, Rock Wit It",2002
2880,Rascal Flatts,26,What Hurts The Most,2002
2881,The Fray,27,How To Save A Life,2002
2882,Rihanna,28,Unfaithful,2002
2883,Snow Patrol,29,Chasing Cars,2002
2884,Hinder,30,Lips Of An Angel,2002
2885,Cascada,31,Everytime We Touch,2002
2886,Christina Aguilera,32,Ain't No Other Man,2002
2887,Fall Out Boy,33,"Dance, Dance",2002
2888,Kanye West Featuring Jamie Foxx,34,Gold Digger,2002
2889,Ludacris Featuring Pharrell,35,Money Maker,2002
2890,Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark,36,Ms. New Booty,2002
2891,Sean Paul Featuring Keyshia Cole,37,(When You Gonna) Give It Up To Me,2002
2892,Nickelback,38,Photograph,2002
2893,Kelly Clarkson,39,Because Of You,2002
2894,The Pussycat Dolls,40,Stickwitu,2002
2895,T-Pain Featuring Mike Jones,41,I'm N Luv (Wit A Stripper),2002
2896,The Black Eyed Peas,42,My Humps,2002
2897,Fort Minor Featuring Holly Brook,43,Where'd You Go,2002
2898,Chris Brown,44,Yo (Excuse Me Miss),2002
2899,Kelly Clarkson,45,Walk Away,2002
2900,D4L,46,Laffy Taffy,2002
2901,T.I.,47,What You Know,2002
2902,The All-American Rejects,48,Dirty Little Secret,2002
2903,Nickelback,49,Savin' Me,2002
2904,Mariah Carey,50,Don't Forget About Us,2002
2905,Ne-Yo,51,Sexy Love,2002
2906,E-40 Featuring T-Pain & Kandi Girl,52,U And Dat,2002
2907,Nickelback,53,Far Away,2002
2908,Nick Lachey,54,What's Left Of Me,2002
2909,Field Mob Featuring Ciara,55,So What,2002
2910,Cherish Featuring Sean Paul Of The YoungBloodZ,56,Do It To It,2002
2911,KT Tunstall,57,Black Horse & The Cherry Tree,2002
2912,Juelz Santana,58,There It Go! (The Whistle Song),2002
2913,Young Dro Featuring T.I.,59,Shoulder Lean,2002
2914,Jamie Foxx Featuring Ludacris,60,Unpredictable,2002
2915,Justin Timberlake Featuring T.I.,61,My Love,2002
2916,Eminem Featuring Nate Dogg,62,Shake That,2002
2917,Chingy Featuring Tyrese,63,Pullin' Me Back,2002
2918,Kelis Featuring Too $hort,64,Bossy,2002
2919,Jibbs,65,Chain Hang Low,2002
2920,Akon Featuring Eminem,66,Smack That,2002
2921,Ray J,67,One Wish,2002
2922,Fall Out Boy,68,"Sugar, We're Goin' Down",2002
2923,Chris Brown Featuring Lil Wayne,69,Gimme That,2002
2924,Yung Joc Featuring Brandy 'Ms. B.' Hambrick,70,I Know You See It,2002
2925,Bon Jovi,71,Who Says You Can't Go Home,2002
2926,JoJo,72,Too Little Too Late,2002
2927,Busta Rhymes,73,Touch It,2002
2928,Daddy Yankee,74,Rompe,2002
2929,Beyonce Featuring Jay Z,75,Deja Vu,2002
2930,Rascal Flatts,76,Life Is A Highway,2002
2931,Evanescence,77,Call Me When You're Sober,2002
2932,Carrie Underwood,78,"Jesus, Take The Wheel",2002
2933,Danity Kane,79,Show Stopper,2002
2934,Ciara Featuring Chamillionaire,80,Get Up,2002
2935,Sean Paul,81,We Be Burnin',2002
2936,Blue October,82,Hate Me,2002
2937,Lifehouse,83,You And Me,2002
2938,The Pussycat Dolls Featuring will.i.am,84,Beep,2002
2939,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",85,I Think They Like Me,2002
2940,Chris Brown,86,Say Goodbye,2002
2941,John Mayer,87,Waiting On The World To Change,2002
2942,Young Jeezy Featuring Akon,88,Soul Survivor,2002
2943,The Black Eyed Peas,89,Pump It,2002
2944,Eminem,90,When I'm Gone,2002
2945,Madonna,91,Hung Up,2002
2946,Three 6 Mafia Featuring Young Buck & Eightball & MJG,92,Stay Fly,2002
2947,Keyshia Cole,93,Love,2002
2948,Ne-Yo,94,When You're Mad,2002
2949,T.I.,95,Why You Wanna,2002
2950,P!nk,96,Stupid Girls,2002
2951,Gorillaz,97,Feel Good Inc,2002
2952,T-Pain,98,I'm Sprung,2002
2953,Taylor Hicks,99,Do I Make You Proud,2002
2954,Teddy Geiger,100,For You I Will (Confidence),2002
2955,Daniel Powter,1,Bad Day,2003
2956,Sean Paul,2,Temperature,2003
2957,Nelly Furtado Featuring Timbaland,3,Promiscuous,2003
2958,James Blunt,4,You're Beautiful,2003
2959,Shakira Featuring Wyclef Jean,5,Hips Don't Lie,2003
2960,Natasha Bedingfield,6,Unwritten,2003
2961,Gnarls Barkley,7,Crazy,2003
2962,Chamillionaire Featuring Krayzie Bone,8,Ridin',2003
2963,Justin Timberlake,9,SexyBack,2003
2964,Beyonce Featuring Slim Thug,10,Check On It,2003
2965,Mary J. Blige,11,Be Without You,2003
2966,"Nelly Featuring Paul Wall, Ali & Gipp",12,Grillz,2003
2967,The Fray,13,Over My Head (Cable Car),2003
2968,Cassie,14,Me & U,2003
2969,The Pussycat Dolls Featuring Snoop Dogg,15,Buttons,2003
2970,Chris Brown,16,Run It!,2003
2971,Ne-Yo,17,So Sick,2003
2972,Yung Joc,18,It's Goin' Down,2003
2973,Rihanna,19,SOS,2003
2974,Panic! At The Disco,20,I Write Sins Not Tragedies,2003
2975,The All-American Rejects,21,Move Along,2003
2976,Fergie,22,London Bridge,2003
2977,Red Hot Chili Peppers,23,Dani California,2003
2978,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,24,Snap Yo Fingers,2003
2979,Dem Franchize Boyz Featuring Lil Peanut & Charlay,25,"Lean Wit It, Rock Wit It",2003
2980,Rascal Flatts,26,What Hurts The Most,2003
2981,The Fray,27,How To Save A Life,2003
2982,Rihanna,28,Unfaithful,2003
2983,Snow Patrol,29,Chasing Cars,2003
2984,Hinder,30,Lips Of An Angel,2003
2985,Cascada,31,Everytime We Touch,2003
2986,Christina Aguilera,32,Ain't No Other Man,2003
2987,Fall Out Boy,33,"Dance, Dance",2003
2988,Kanye West Featuring Jamie Foxx,34,Gold Digger,2003
2989,Ludacris Featuring Pharrell,35,Money Maker,2003
2990,Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark,36,Ms. New Booty,2003
2991,Sean Paul Featuring Keyshia Cole,37,(When You Gonna) Give It Up To Me,2003
2992,Nickelback,38,Photograph,2003
2993,Kelly Clarkson,39,Because Of You,2003
2994,The Pussycat Dolls,40,Stickwitu,2003
2995,T-Pain Featuring Mike Jones,41,I'm N Luv (Wit A Stripper),2003
2996,The Black Eyed Peas,42,My Humps,2003
2997,Fort Minor Featuring Holly Brook,43,Where'd You Go,2003
2998,Chris Brown,44,Yo (Excuse Me Miss),2003
2999,Kelly Clarkson,45,Walk Away,2003
3000,D4L,46,Laffy Taffy,2003
3001,T.I.,47,What You Know,2003
3002,The All-American Rejects,48,Dirty Little Secret,2003
3003,Nickelback,49,Savin' Me,2003
3004,Mariah Carey,50,Don't Forget About Us,2003
3005,Ne-Yo,51,Sexy Love,2003
3006,E-40 Featuring T-Pain & Kandi Girl,52,U And Dat,2003
3007,Nickelback,53,Far Away,2003
3008,Nick Lachey,54,What's Left Of Me,2003
3009,Field Mob Featuring Ciara,55,So What,2003
3010,Cherish Featuring Sean Paul Of The YoungBloodZ,56,Do It To It,2003
3011,KT Tunstall,57,Black Horse & The Cherry Tree,2003
3012,Juelz Santana,58,There It Go! (The Whistle Song),2003
