,Artist,Rank,Song Title,Year
1590,Ed Sheeran,92,Don't,2015
1591,Ella Henderson,93,Ghost,2015
1592,Alessia Cara,94,Here,2015
1593,Mr. Probz,95,Waves,2015
1594,Nicky Jam & Enrique Iglesias,96,El Perdon (Forgiveness),2015
1595,Ne-Yo Featuring Juicy J,97,She Knows,2015
1596,One Direction,98,Night Changes,2015
1597,Drake,99,Back To Back,2015
1598,Calvin Harris & Disciples,100,How Deep Is Your Love,2015
1599,Justin Bieber,1,Love Yourself,2016
1600,Justin Bieber,2,Sorry,2016
1601,Drake Featuring WizKid & Kyla,3,One Dance,2016
1602,Rihanna Featuring Drake,4,Work,2016
1603,twenty one pilots,5,Stressed Out,2016
1604,Desiigner,6,Panda,2016
1605,Adele,7,Hello,2016
1606,The Chainsmokers Featuring Daya,8,Don't Let Me Down,2016
1607,Justin Timberlake,9,Can't Stop The Feeling!,2016
1608,The Chainsmokers Featuring Halsey,10,Closer,2016
1609,Sia Featuring Sean Paul,11,Cheap Thrills,2016
1610,Lukas Graham,12,7 Years,2016
1611,Rihanna,13,Needed Me,2016
1612,Flo Rida,14,My House,2016
1613,Mike Posner,15,I Took A Pill In Ibiza,2016
1614,Fifth Harmony Featuring Ty Dolla $ign,16,Work From Home,2016
1615,Calvin Harris Featuring Rihanna,17,This Is What You Came For,2016
1616,DNCE,18,Cake By The Ocean,2016
1617,G-Eazy x Bebe Rexha,19,"Me, Myself & I",2016
1618,twenty one pilots,20,Ride,2016
1619,twenty one pilots,21,Heathens,2016
1620,Zayn,22,Pillowtalk,2016
1621,Shawn Mendes,23,Stitches,2016
1622,Drake,24,Hotline Bling,2016
1623,Major Lazer Featuring Justin Bieber & MO,25,Cold Water,2016
1624,Adele,26,Send My Love (To Your New Lover),2016
1625,The Chainsmokers Featuring Rozes,27,Roses,2016
1626,Shawn Mendes,28,Treat You Better,2016
1627,Drake Featuring Rihanna,29,Too Good,2016
1628,Future Featuring The Weeknd,30,Low Life,2016
1629,Justin Bieber,31,What Do You Mean?,2016
1630,The Weeknd,32,The Hills,2016
1631,P!nk,33,Just Like Fire,2016
1632,D.R.A.M. Featuring Lil Yachty,34,Broccoli,2016
1633,Bryson Tiller,35,Don't,2016
1634,Ariana Grande,36,Dangerous Woman,2016
1635,Drake & Future,37,Jumpman,2016
1636,gnash Featuring Olivia O'Brien,38,I Hate U I Love U,2016
1637,Alessia Cara,39,Here,2016
1638,Selena Gomez,40,Same Old Love,2016
1639,Drake,41,Controlla,2016
1640,Meghan Trainor Featuring John Legend,42,Like I'm Gonna Lose You,2016
1641,Charlie Puth,43,One Call Away,2016
1642,James Bay,44,Let It Go,2016
1643,Meghan Trainor,45,No,2016
1644,Zara Larsson & MNEK,46,Never Forget You,2016
1645,DJ Snake Featuring Justin Bieber,47,Let Me Love You,2016
1646,Kent Jones,48,Don't Mind,2016
1647,Florida Georgia Line,49,H.O.L.Y.,2016
1648,Charlie Puth Featuring Selena Gomez,50,We Don't Talk Anymore,2016
1649,Ariana Grande,51,Into You,2016
1650,Kiiara,52,Gold,2016
1651,Bryson Tiller,53,Exchange,2016
1652,Fetty Wap Featuring Remy Boyz,54,679,2016
1653,Jeremih,55,Oui,2016
1654,Selena Gomez,56,Hands To Myself,2016
1655,Kevin Gates,57,2 Phones,2016
1656,The Weeknd Featuring Daft Punk,58,Starboy,2016
1657,DJ Khaled Featuring Drake,59,For Free,2016
1658,Flume Featuring Kai,60,Never Be Like You,2016
1659,The Weeknd,61,In The Night,2016
1660,Meghan Trainor,62,Me Too,2016
1661,Elle King,63,Ex's & Oh's,2016
1662,Thomas Rhett,64,Die A Happy Man,2016
1663,Post Malone,65,White Iverson,2016
1664,Nick Jonas Featuring Tove Lo,66,Close,2016
1665,X Ambassadors,67,Unsteady,2016
1666,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",68,Sucker For Pain,2016
1667,Yo Gotti Featuring Nicki Minaj,69,Down In The DM,2016
1668,Tory Lanez,70,Luv,2016
1669,Beyonce,71,Sorry,2016
1670,The Weeknd,72,Can't Feel My Face,2016
1671,Coldplay,73,Hymn For The Weekend,2016
1672,Tory Lanez,74,Say It,2016
1673,Travis Scott,75,Antidote,2016
1674,Ruth B,76,Lost Boy,2016
1675,Ariana Grande Featuring Nicki Minaj,77,Side To Side,2016
1676,Daya,78,"Sit Still, Look Pretty",2016
1677,Taylor Swift,79,Wildest Dreams,2016
1678,DJ Snake Featuring Bipolar Sunshine,80,Middle,2016
1679,Ellie Goulding,81,On My Mind,2016
1680,Drake Featuring The Throne,82,Pop Style,2016
1681,Adele,83,When We Were Young,2016
1682,Daya,84,Hide Away,2016
1683,Major Lazer & DJ Snake Featuring MO,85,Lean On,2016
1684,Shawn Mendes & Camila Cabello,86,I Know What You Did Last Summer,2016
1685,Silento,88,Watch Me,2016
1686,Chris Brown,89,Back To Sleep,2016
1687,Usher Featuring Young Thug,90,No Limit,2016
1688,O.T. Genasis Featuring Young Dolph,91,Cut It,2016
1689,Kevin Gates,92,Really Really,2016
1690,Fifth Harmony Featuring Fetty Wap,93,All In My Head (Flex),2016
1691,Hailee Steinfeld & Grey Featuring Zedd,94,Starving,2016
1692,Coldplay,95,Adventure Of A Lifetime,2016
1693,Tim McGraw,96,Humble And Kind,2016
1694,Future,97,Wicked,2016
1695,Desiigner,98,Tiimmy Turner,2016
1696,Wiz Khalifa Featuring Charlie Puth,99,See You Again,2016
1697,One Direction,100,Perfect,2016
1698,Ed Sheeran,1,Shape Of You,2017
1699,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,2,Despacito,2017
1700,Bruno Mars,3,That's What I Like,2017
1701,Kendrick Lamar,4,Humble.,2017
1702,The Chainsmokers & Coldplay,5,Something Just Like This,2017
1703,Migos Featuring Lil Uzi Vert,6,Bad And Boujee,2017
1704,The Chainsmokers Featuring Halsey,7,Closer,2017
1705,Sam Hunt,8,Body Like A Back Road,2017
1706,Imagine Dragons,9,Believer,2017
1707,Post Malone Featuring Quavo,10,Congratulations,2017
1708,James Arthur,11,Say You Won't Let Go,2017
1709,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",12,I'm The One,2017
1710,Lil Uzi Vert,13,XO TOUR Llif3,2017
1711,Future,14,Mask Off,2017
1712,French Montana Featuring Swae Lee,15,Unforgettable,2017
1713,Bruno Mars,16,24K Magic,2017
1714,Zedd & Alessia Cara,17,Stay,2017
1715,DJ Khaled Featuring Rihanna & Bryson Tiller,18,Wild Thoughts,2017
1716,Rae Sremmurd Featuring Gucci Mane,19,Black Beatles,2017
1717,The Weeknd Featuring Daft Punk,20,Starboy,2017
1718,Khalid,21,Location,2017
1719,Charlie Puth,22,Attention,2017
1720,Shawn Mendes,23,There's Nothing Holdin' Me Back,2017
1721,Cardi B,24,Bodak Yellow (Money Moves),2017
1722,Childish Gambino,25,Redbone,2017
1723,Zayn / Taylor Swift,26,I Don't Wanna Live Forever (Fifty Shades Darker),2017
1724,Kygo x Selena Gomez,27,It Ain't Me,2017
1725,KYLE Featuring Lil Yachty,28,iSpy,2017
1726,Julia Michaels,29,Issues,2017
1727,Alessia Cara,30,Scars To Your Beautiful,2017
1728,Logic Featuring Alessia Cara & Khalid,31,1-800-273-8255,2017
1729,Niall Horan,32,Slow Hands,2017
1730,Rihanna,33,Love On The Brain,2017
1731,The Weeknd Featuring Daft Punk,34,I Feel It Coming,2017
1732,Big Sean,35,Bounce Back,2017
1733,Liam Payne Featuring Quavo,36,Strip That Down,2017
1734,Drake,37,Fake Love,2017
1735,Maroon 5 Featuring Kendrick Lamar,38,Don't Wanna Know,2017
1736,Taylor Swift,39,Look What You Made Me Do,2017
1737,Ed Sheeran,40,Castle On The Hill,2017
1738,Machine Gun Kelly x Camila Cabello,41,Bad Things,2017
1739,The Chainsmokers,42,Paris,2017
1740,Ariana Grande Featuring Nicki Minaj,43,Side To Side,2017
1741,Clean Bandit Featuring Sean Paul & Anne-Marie,44,Rockabye,2017
1742,Portugal. The Man,45,Feel It Still,2017
1743,DJ Snake Featuring Justin Bieber,46,Let Me Love You,2017
1744,Demi Lovato,47,Sorry Not Sorry,2017
1745,21 Savage,48,Bank Account,2017
1746,Justin Timberlake,49,Can't Stop The Feeling!,2017
1747,J Balvin & Willy William Featuring Beyonce,50,Mi Gente,2017
1748,Imagine Dragons,51,Thunder,2017
1749,Migos,52,T-Shirt,2017
1750,Yo Gotti Featuring Nicki Minaj,53,Rake It Up,2017
1751,Shawn Mendes,54,Mercy,2017
1752,Kodak Black,55,Tunnel Vision,2017
1753,Post Malone Featuring 21 Savage,56,Rockstar,2017
1754,Brett Young,57,In Case You Didn't Know,2017
1755,twenty one pilots,58,Heathens,2017
1756,Halsey,59,Now Or Never,2017
1757,Amine,60,Caroline,2017
1758,Ayo & Teo,61,Rolex,2017
1759,Kendrick Lamar,62,DNA.,2017
1760,Zay Hilfigerrr & Zayion McCall,63,Juju On That Beat (TZ Anthem),2017
1761,Rae Sremmurd,64,Swang,2017
1762,Drake,65,Passionfruit,2017
1763,Kendrick Lamar Featuring Rihanna,66,Loyalty.,2017
1764,Kesha,67,Praying,2017
1765,Travis Scott,68,Goosebumps,2017
1766,Maroon 5 Featuring Future,69,Cold,2017
1767,D.R.A.M. Featuring Lil Yachty,70,Broccoli,2017
1768,Calvin Harris Featuring Frank Ocean & Migos,71,Slide,2017
1769,Kane Brown Featuring Lauren Alaina,72,What Ifs,2017
1770,Katy Perry Featuring Skip Marley,73,Chained To The Rhythm,2017
1771,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",74,Feels,2017
1772,Jon Bellion,75,All Time Low,2017
1773,Luke Combs,76,Hurricane,2017
1774,Sam Smith,77,Too Good At Goodbyes,2017
1775,Khalid,78,Young Dumb & Broke,2017
1776,Playboi Carti,79,Magnolia,2017
1777,SZA Featuring Travis Scott,80,Love Galore,2017
1778,A Boogie Wit da Hoodie Featuring Kodak Black,81,Drowning,2017
1779,Hailee Steinfeld & Grey Featuring Zedd,82,Starving,2017
1780,Gucci Mane Featuring Drake,83,Both,2017
1781,P!nk,84,What About Us,2017
1782,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,85,Swalla,2017
1783,Migos Featuring Gucci Mane,86,Slippery,2017
1784,Harry Styles,87,Sign Of The Times,2017
1785,Adele,88,Water Under The Bridge,2017
1786,Miley Cyrus,89,Malibu,2017
1787,Marian Hill,90,Down,2017
1788,Cheat Codes Featuring Demi Lovato,91,No Promises,2017
1789,Shawn Mendes,92,Treat You Better,2017
1790,Gucci Mane Featuring Migos,93,I Get The Bag,2017
1791,Dustin Lynch,94,Small Town Boy,2017
1792,YFN Lucci Featuring PnB Rock,95,Everyday We Lit,2017
1793,Camila Cabello Featuring Young Thug,96,Havana,2017
1794,Maroon 5 Featuring SZA,97,What Lovers Do,2017
1795,blackbear,98,Do Re Mi,2017
1796,XXXTENTACION,99,Look At Me!,2017
1797,Keith Urban Featuring Carrie Underwood,100,The Fighter,2017
1798,Drake,1,God's Plan,2018
1799,Ed Sheeran,2,Perfect,2018
1800,Bebe Rexha & Florida Georgia Line,3,Meant To Be,2018
1801,Camila Cabello Featuring Young Thug,4,Havana,2018
1802,Post Malone Featuring 21 Savage,5,Rockstar,2018
1803,Post Malone Featuring Ty Dolla $ign,6,Psycho,2018
1804,"Cardi B, Bad Bunny & J Balvin",7,I Like It,2018
1805,"Zedd, Maren Morris & Grey",8,The Middle,2018
1806,Drake,9,In My Feelings,2018
1807,Maroon 5 Featuring Cardi B,10,Girls Like You,2018
1808,Drake,11,Nice For What,2018
1809,Juice WRLD,12,Lucid Dreams,2018
1810,Post Malone,13,Better Now,2018
1811,Bruno Mars & Cardi B,14,Finesse,2018
1812,Ella Mai,15,Boo'd Up,2018
1813,Dua Lipa,16,New Rules,2018
1814,XXXTENTACION,17,Sad!,2018
1815,Camila Cabello,18,Never Be The Same,2018
1816,Khalid & Normani,19,Love Lies,2018
1817,Ariana Grande,20,No Tears Left To Cry,2018
1818,Bazzi,21,Mine,2018
1819,Imagine Dragons,22,Thunder,2018
1820,BlocBoy JB Featuring Drake,23,Look Alive,2018
1821,Taylor Swift,24,Delicate,2018
1822,Lil Baby & Drake,25,Yes Indeed,2018
1823,Marshmello & Anne-Marie,26,Friends,2018
1824,Halsey,27,Bad At Love,2018
1825,Tyga Featuring Offset,28,Taste,2018
1826,NF,29,Let You Down,2018
1827,G-Eazy Featuring A$AP Rocky & Cardi B,30,No Limit,2018
1828,6ix9ine Featuring Nicki Minaj & Murda Beatz,31,FEFE,2018
1829,Dan + Shay,32,Tequila,2018
1830,Portugal. The Man,33,Feel It Still,2018
1831,"Migos, Nicki Minaj & Cardi B",34,MotorSport,2018
1832,Lauv,35,I Like Me Better,2018
1833,5 Seconds Of Summer,36,Youngblood,2018
1834,Imagine Dragons,37,Whatever It Takes,2018
1835,Offset & Metro Boomin,38,Ric Flair Drip,2018
1836,Post Malone,39,I Fall Apart,2018
1837,The Weeknd & Kendrick Lamar,40,Pray For Me,2018
1838,Selena Gomez,41,Back To You,2018
1839,Travis Scott,42,Sicko Mode,2018
1840,Migos Featuring Drake,43,Walk It Talk It,2018
1841,Lil Pump,44,Gucci Gang,2018
1842,G-Eazy & Halsey,45,Him & I,2018
1843,Shawn Mendes,46,In My Blood,2018
1844,Kendrick Lamar & SZA,47,All The Stars,2018
1845,Migos,48,Stir Fry,2018
1846,Sam Smith,49,Too Good At Goodbyes,2018
1847,Kendrick Lamar Featuring Zacari,50,Love.,2018
1848,Childish Gambino,51,This Is America,2018
1849,Drake,52,Nonstop,2018
1850,Kane Brown,53,Heaven,2018
1851,Cardi B,54,Bodak Yellow (Money Moves),2018
1852,Lil Dicky Featuring Chris Brown,55,Freaky Friday,2018
1853,6ix9ine,56,Gummo,2018
1854,Rich The Kid,57,Plug Walk,2018
1855,Maroon 5,58,Wait,2018
1856,Cardi B,59,Be Careful,2018
1857,Selena Gomez X Marshmello,60,Wolves,2018
1858,Cardi B Featuring 21 Savage,61,Bartier Cardi,2018
1859,Ariana Grande,62,God Is A Woman,2018
1860,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",63,Big Bank,2018
1861,Demi Lovato,64,Sorry Not Sorry,2018
1862,Charlie Puth,65,How Long,2018
1863,MAX Featuring gnash,66,Lights Down Low,2018
1864,Khalid,67,Young Dumb & Broke,2018
1865,Calvin Harris & Dua Lipa,68,One Kiss,2018
1866,Imagine Dragons,69,Natural,2018
1867,Jason Aldean,70,You Make It Easy,2018
1868,Ed Sheeran,71,Shape Of You,2018
1869,Gucci Mane Featuring Migos,72,I Get The Bag,2018
1870,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",73,No Brainer,2018
1871,A$AP Ferg Featuring Nicki Minaj,74,Plain Jane,2018
1872,Miguel Featuring Travis Scott,75,Sky Walker,2018
1873,Thomas Rhett,76,Marry Me,2018
1874,"benny blanco, Halsey & Khalid",77,Eastside,2018
1875,The Weeknd,78,Call Out My Name,2018
1876,"Jay Rock, Kendrick Lamar, Future & James Blake",79,King's Dead,2018
1877,Marshmello & Bastille,80,Happier,2018
1878,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",81,Te Bote,2018
1879,Florida Georgia Line,82,Simple,2018
1880,N*E*R*D & Rihanna,83,Lemon,2018
1881,Logic Featuring Alessia Cara & Khalid,84,1-800-273-8255,2018
1882,Justin Timberlake Featuring Chris Stapleton,85,Say Something,2018
1883,Drake,86,I'm Upset,2018
1884,Kenny Chesney,87,Get Along,2018
1885,XXXTENTACION,88,Moonlight,2018
1886,Maroon 5 Featuring SZA,89,What Lovers Do,2018
1887,Nicky Jam x J Balvin,90,X,2018
1888,YoungBoy Never Broke Again,91,Outside Today,2018
1889,Ella Mai,92,Trip,2018
1890,Daddy Yankee,93,Dura,2018
1891,XXXTENTACION,94,Changes,2018
1892,Brett Young,95,Mercy,2018
1893,Luke Combs,96,One Number Away,2018
1894,Rae Sremmurd & Juicy J,97,Powerglide,2018
1895,Dua Lipa,98,IDGAF,2018
1896,J Balvin & Willy William Featuring Beyonce,99,Mi Gente,2018
1897,Imagine Dragons,100,Believer,2018
