,Artist,Rank,Song Title,Year
1157,Taylor Hicks,99,Do I Make You Proud,1992
1158,Teddy Geiger,100,For You I Will (Confidence),1992
1159,Daniel Powter,1,Bad Day,1993
1160,Sean Paul,2,Temperature,1993
1161,Nelly Furtado Featuring Timbaland,3,Promiscuous,1993
1162,James Blunt,4,You're Beautiful,1993
1163,Shakira Featuring Wyclef Jean,5,Hips Don't Lie,1993
1164,Natasha Bedingfield,6,Unwritten,1993
1165,Gnarls Barkley,7,Crazy,1993
1166,Chamillionaire Featuring Krayzie Bone,8,Ridin',1993
1167,Justin Timberlake,9,SexyBack,1993
1168,Beyonce Featuring Slim Thug,10,Check On It,1993
1169,Mary J. Blige,11,Be Without You,1993
1170,"Nelly Featuring Paul Wall, Ali & Gipp",12,Grillz,1993
1171,The Fray,13,Over My Head (Cable Car),1993
1172,Cassie,14,Me & U,1993
1173,The Pussycat Dolls Featuring Snoop Dogg,15,Buttons,1993
1174,Chris Brown,16,Run It!,1993
1175,Ne-Yo,17,So Sick,1993
1176,Yung Joc,18,It's Goin' Down,1993
1177,Rihanna,19,SOS,1993
1178,Panic! At The Disco,20,I Write Sins Not Tragedies,1993
1179,The All-American Rejects,21,Move Along,1993
1180,Fergie,22,London Bridge,1993
1181,Red Hot Chili Peppers,23,Dani California,1993
1182,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,24,Snap Yo Fingers,1993
1183,Dem Franchize Boyz Featuring Lil Peanut & Charlay,25,"Lean Wit It, Rock Wit It",1993
1184,Rascal Flatts,26,What Hurts The Most,1993
1185,The Fray,27,How To Save A Life,1993
1186,Rihanna,28,Unfaithful,1993
1187,Snow Patrol,29,Chasing Cars,1993
1188,Hinder,30,Lips Of An Angel,1993
1189,Cascada,31,Everytime We Touch,1993
1190,Christina Aguilera,32,Ain't No Other Man,1993
1191,Fall Out Boy,33,"Dance, Dance",1993
1192,Kanye West Featuring Jamie Foxx,34,Gold Digger,1993
1193,Ludacris Featuring Pharrell,35,Money Maker,1993
1194,Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark,36,Ms. New Booty,1993
1195,Sean Paul Featuring Keyshia Cole,37,(When You Gonna) Give It Up To Me,1993
1196,Nickelback,38,Photograph,1993
1197,Kelly Clarkson,39,Because Of You,1993
1198,The Pussycat Dolls,40,Stickwitu,1993
1199,T-Pain Featuring Mike Jones,41,I'm N Luv (Wit A Stripper),1993
1200,The Black Eyed Peas,42,My Humps,1993
1201,Fort Minor Featuring Holly Brook,43,Where'd You Go,1993
1202,Chris Brown,44,Yo (Excuse Me Miss),1993
1203,Kelly Clarkson,45,Walk Away,1993
1204,D4L,46,Laffy Taffy,1993
1205,T.I.,47,What You Know,1993
1206,The All-American Rejects,48,Dirty Little Secret,1993
1207,Nickelback,49,Savin' Me,1993
1208,Mariah Carey,50,Don't Forget About Us,1993
1209,Ne-Yo,51,Sexy Love,1993
1210,E-40 Featuring T-Pain & Kandi Girl,52,U And Dat,1993
1211,Nickelback,53,Far Away,1993
1212,Nick Lachey,54,What's Left Of Me,1993
1213,Field Mob Featuring Ciara,55,So What,1993
1214,Cherish Featuring Sean Paul Of The YoungBloodZ,56,Do It To It,1993
1215,KT Tunstall,57,Black Horse & The Cherry Tree,1993
1216,Juelz Santana,58,There It Go! (The Whistle Song),1993
1217,Young Dro Featuring T.I.,59,Shoulder Lean,1993
1218,Jamie Foxx Featuring Ludacris,60,Unpredictable,1993
1219,Justin Timberlake Featuring T.I.,61,My Love,1993
1220,Eminem Featuring Nate Dogg,62,Shake That,1993
1221,Chingy Featuring Tyrese,63,Pullin' Me Back,1993
1222,Kelis Featuring Too $hort,64,Bossy,1993
1223,Jibbs,65,Chain Hang Low,1993
1224,Akon Featuring Eminem,66,Smack That,1993
1225,Ray J,67,One Wish,1993
1226,Fall Out Boy,68,"Sugar, We're Goin' Down",1993
1227,Chris Brown Featuring Lil Wayne,69,Gimme That,1993
1228,Yung Joc Featuring Brandy 'Ms. B.' Hambrick,70,I Know You See It,1993
1229,Bon Jovi,71,Who Says You Can't Go Home,1993
1230,JoJo,72,Too Little Too Late,1993
1231,Busta Rhymes,73,Touch It,1993
1232,Daddy Yankee,74,Rompe,1993
1233,Beyonce Featuring Jay Z,75,Deja Vu,1993
1234,Rascal Flatts,76,Life Is A Highway,1993
1235,Evanescence,77,Call Me When You're Sober,1993
1236,Carrie Underwood,78,"Jesus, Take The Wheel",1993
1237,Danity Kane,79,Show Stopper,1993
1238,Ciara Featuring Chamillionaire,80,Get Up,1993
1239,Sean Paul,81,We Be Burnin',1993
1240,Blue October,82,Hate Me,1993
1241,Lifehouse,83,You And Me,1993
1242,The Pussycat Dolls Featuring will.i.am,84,Beep,1993
1243,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",85,I Think They Like Me,1993
1244,Chris Brown,86,Say Goodbye,1993
1245,John Mayer,87,Waiting On The World To Change,1993
1246,Young Jeezy Featuring Akon,88,Soul Survivor,1993
1247,The Black Eyed Peas,89,Pump It,1993
1248,Eminem,90,When I'm Gone,1993
1249,Madonna,91,Hung Up,1993
1250,Three 6 Mafia Featuring Young Buck & Eightball & MJG,92,Stay Fly,1993
1251,Keyshia Cole,93,Love,1993
1252,Ne-Yo,94,When You're Mad,1993
1253,T.I.,95,Why You Wanna,1993
1254,P!nk,96,Stupid Girls,1993
1255,Gorillaz,97,Feel Good Inc,1993
1256,T-Pain,98,I'm Sprung,1993
1257,Taylor Hicks,99,Do I Make You Proud,1993
1258,Teddy Geiger,100,For You I Will (Confidence),1993
1259,Daniel Powter,1,Bad Day,1994
1260,Sean Paul,2,Temperature,1994
1261,Nelly Furtado Featuring Timbaland,3,Promiscuous,1994
1262,James Blunt,4,You're Beautiful,1994
1263,Shakira Featuring Wyclef Jean,5,Hips Don't Lie,1994
1264,Natasha Bedingfield,6,Unwritten,1994
1265,Gnarls Barkley,7,Crazy,1994
1266,Chamillionaire Featuring Krayzie Bone,8,Ridin',1994
1267,Justin Timberlake,9,SexyBack,1994
1268,Beyonce Featuring Slim Thug,10,Check On It,1994
1269,Mary J. Blige,11,Be Without You,1994
1270,"Nelly Featuring Paul Wall, Ali & Gipp",12,Grillz,1994
1271,The Fray,13,Over My Head (Cable Car),1994
1272,Cassie,14,Me & U,1994
1273,The Pussycat Dolls Featuring Snoop Dogg,15,Buttons,1994
1274,Chris Brown,16,Run It!,1994
1275,Ne-Yo,17,So Sick,1994
1276,Yung Joc,18,It's Goin' Down,1994
1277,Rihanna,19,SOS,1994
1278,Panic! At The Disco,20,I Write Sins Not Tragedies,1994
1279,The All-American Rejects,21,Move Along,1994
1280,Fergie,22,London Bridge,1994
1281,Red Hot Chili Peppers,23,Dani California,1994
1282,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,24,Snap Yo Fingers,1994
1283,Dem Franchize Boyz Featuring Lil Peanut & Charlay,25,"Lean Wit It, Rock Wit It",1994
1284,Rascal Flatts,26,What Hurts The Most,1994
1285,The Fray,27,How To Save A Life,1994
1286,Rihanna,28,Unfaithful,1994
1287,Snow Patrol,29,Chasing Cars,1994
1288,Hinder,30,Lips Of An Angel,1994
1289,Cascada,31,Everytime We Touch,1994
1290,Christina Aguilera,32,Ain't No Other Man,1994
1291,Fall Out Boy,33,"Dance, Dance",1994
1292,Kanye West Featuring Jamie Foxx,34,Gold Digger,1994
1293,Ludacris Featuring Pharrell,35,Money Maker,1994
1294,Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark,36,Ms. New Booty,1994
1295,Sean Paul Featuring Keyshia Cole,37,(When You Gonna) Give It Up To Me,1994
1296,Nickelback,38,Photograph,1994
1297,Kelly Clarkson,39,Because Of You,1994
1298,The Pussycat Dolls,40,Stickwitu,1994
1299,T-Pain Featuring Mike Jones,41,I'm N Luv (Wit A Stripper),1994
1300,The Black Eyed Peas,42,My Humps,1994
1301,Fort Minor Featuring Holly Brook,43,Where'd You Go,1994
1302,Chris Brown,44,Yo (Excuse Me Miss),1994
1303,Kelly Clarkson,45,Walk Away,1994
1304,D4L,46,Laffy Taffy,1994
1305,T.I.,47,What You Know,1994
1306,The All-American Rejects,48,Dirty Little Secret,1994
1307,Nickelback,49,Savin' Me,1994
1308,Mariah Carey,50,Don't Forget About Us,1994
1309,Ne-Yo,51,Sexy Love,1994
1310,E-40 Featuring T-Pain & Kandi Girl,52,U And Dat,1994
1311,Nickelback,53,Far Away,1994
1312,Nick Lachey,54,What's Left Of Me,1994
1313,Field Mob Featuring Ciara,55,So What,1994
1314,Cherish Featuring Sean Paul Of The YoungBloodZ,56,Do It To It,1994
1315,KT Tunstall,57,Black Horse & The Cherry Tree,1994
1316,Juelz Santana,58,There It Go! (The Whistle Song),1994
1317,Young Dro Featuring T.I.,59,Shoulder Lean,1994
1318,Jamie Foxx Featuring Ludacris,60,Unpredictable,1994
1319,Justin Timberlake Featuring T.I.,61,My Love,1994
1320,Eminem Featuring Nate Dogg,62,Shake That,1994
1321,Chingy Featuring Tyrese,63,Pullin' Me Back,1994
1322,Kelis Featuring Too $hort,64,Bossy,1994
1323,Jibbs,65,Chain Hang Low,1994
1324,Akon Featuring Eminem,66,Smack That,1994
1325,Ray J,67,One Wish,1994
1326,Fall Out Boy,68,"Sugar, We're Goin' Down",1994
1327,Chris Brown Featuring Lil Wayne,69,Gimme That,1994
1328,Yung Joc Featuring Brandy 'Ms. B.' Hambrick,70,I Know You See It,1994
1329,Bon Jovi,71,Who Says You Can't Go Home,1994
1330,JoJo,72,Too Little Too Late,1994
1331,Busta Rhymes,73,Touch It,1994
1332,Daddy Yankee,74,Rompe,1994
1333,Beyonce Featuring Jay Z,75,Deja Vu,1994
1334,Rascal Flatts,76,Life Is A Highway,1994
1335,Evanescence,77,Call Me When You're Sober,1994
1336,Carrie Underwood,78,"Jesus, Take The Wheel",1994
1337,Danity Kane,79,Show Stopper,1994
1338,Ciara Featuring Chamillionaire,80,Get Up,1994
1339,Sean Paul,81,We Be Burnin',1994
1340,Blue October,82,Hate Me,1994
1341,Lifehouse,83,You And Me,1994
1342,The Pussycat Dolls Featuring will.i.am,84,Beep,1994
1343,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",85,I Think They Like Me,1994
1344,Chris Brown,86,Say Goodbye,1994
1345,John Mayer,87,Waiting On The World To Change,1994
1346,Young Jeezy Featuring Akon,88,Soul Survivor,1994
1347,The Black Eyed Peas,89,Pump It,1994
1348,Eminem,90,When I'm Gone,1994
1349,Madonna,91,Hung Up,1994
1350,Three 6 Mafia Featuring Young Buck & Eightball & MJG,92,Stay Fly,1994
1351,Keyshia Cole,93,Love,1994
1352,Ne-Yo,94,When You're Mad,1994
1353,T.I.,95,Why You Wanna,1994
1354,P!nk,96,Stupid Girls,1994
1355,Gorillaz,97,Feel Good Inc,1994
1356,T-Pain,98,I'm Sprung,1994
1357,Taylor Hicks,99,Do I Make You Proud,1994
1358,Teddy Geiger,100,For You I Will (Confidence),1994
1359,Daniel Powter,1,Bad Day,1995
1360,Sean Paul,2,Temperature,1995
1361,Nelly Furtado Featuring Timbaland,3,Promiscuous,1995
1362,James Blunt,4,You're Beautiful,1995
1363,Shakira Featuring Wyclef Jean,5,Hips Don't Lie,1995
1364,Natasha Bedingfield,6,Unwritten,1995
1365,Gnarls Barkley,7,Crazy,1995
1366,Chamillionaire Featuring Krayzie Bone,8,Ridin',1995
1367,Justin Timberlake,9,SexyBack,1995
1368,Beyonce Featuring Slim Thug,10,Check On It,1995
1369,Mary J. Blige,11,Be Without You,1995
1370,"Nelly Featuring Paul Wall, Ali & Gipp",12,Grillz,1995
1371,The Fray,13,Over My Head (Cable Car),1995
1372,Cassie,14,Me & U,1995
1373,The Pussycat Dolls Featuring Snoop Dogg,15,Buttons,1995
1374,Chris Brown,16,Run It!,1995
1375,Ne-Yo,17,So Sick,1995
1376,Yung Joc,18,It's Goin' Down,1995
1377,Rihanna,19,SOS,1995
1378,Panic! At The Disco,20,I Write Sins Not Tragedies,1995
1379,The All-American Rejects,21,Move Along,1995
1380,Fergie,22,London Bridge,1995
1381,Red Hot Chili Peppers,23,Dani California,1995
1382,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,24,Snap Yo Fingers,1995
1383,Dem Franchize Boyz Featuring Lil Peanut & Charlay,25,"Lean Wit It, Rock Wit It",1995
1384,Rascal Flatts,26,What Hurts The Most,1995
1385,The Fray,27,How To Save A Life,1995
1386,Rihanna,28,Unfaithful,1995
1387,Snow Patrol,29,Chasing Cars,1995
1388,Hinder,30,Lips Of An Angel,1995
1389,Cascada,31,Everytime We Touch,1995
1390,Christina Aguilera,32,Ain't No Other Man,1995
1391,Fall Out Boy,33,"Dance, Dance",1995
1392,Kanye West Featuring Jamie Foxx,34,Gold Digger,1995
1393,Ludacris Featuring Pharrell,35,Money Maker,1995
1394,Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark,36,Ms. New Booty,1995
1395,Sean Paul Featuring Keyshia Cole,37,(When You Gonna) Give It Up To Me,1995
1396,Nickelback,38,Photograph,1995
1397,Kelly Clarkson,39,Because Of You,1995
1398,The Pussycat Dolls,40,Stickwitu,1995
1399,T-Pain Featuring Mike Jones,41,I'm N Luv (Wit A Stripper),1995
1400,The Black Eyed Peas,42,My Humps,1995
1401,Fort Minor Featuring Holly Brook,43,Where'd You Go,1995
1402,Chris Brown,44,Yo (Excuse Me Miss),1995
1403,Kelly Clarkson,45,Walk Away,1995
1404,D4L,46,Laffy Taffy,1995
1405,T.I.,47,What You Know,1995
1406,The All-American Rejects,48,Dirty Little Secret,1995
1407,Nickelback,49,Savin' Me,1995
1408,Mariah Carey,50,Don't Forget About Us,1995
1409,Ne-Yo,51,Sexy Love,1995
1410,E-40 Featuring T-Pain & Kandi Girl,52,U And Dat,1995
1411,Nickelback,53,Far Away,1995
1412,Nick Lachey,54,What's Left Of Me,1995
1413,Field Mob Featuring Ciara,55,So What,1995
1414,Cherish Featuring Sean Paul Of The YoungBloodZ,56,Do It To It,1995
1415,KT Tunstall,57,Black Horse & The Cherry Tree,1995
1416,Juelz Santana,58,There It Go! (The Whistle Song),1995
1417,Young Dro Featuring T.I.,59,Shoulder Lean,1995
1418,Jamie Foxx Featuring Ludacris,60,Unpredictable,1995
1419,Justin Timberlake Featuring T.I.,61,My Love,1995
1420,Eminem Featuring Nate Dogg,62,Shake That,1995
1421,Chingy Featuring Tyrese,63,Pullin' Me Back,1995
1422,Kelis Featuring Too $hort,64,Bossy,1995
1423,Jibbs,65,Chain Hang Low,1995
1424,Akon Featuring Eminem,66,Smack That,1995
1425,Ray J,67,One Wish,1995
1426,Fall Out Boy,68,"Sugar, We're Goin' Down",1995
1427,Chris Brown Featuring Lil Wayne,69,Gimme That,1995
1428,Yung Joc Featuring Brandy 'Ms. B.' Hambrick,70,I Know You See It,1995
1429,Bon Jovi,71,Who Says You Can't Go Home,1995
1430,JoJo,72,Too Little Too Late,1995
1431,Busta Rhymes,73,Touch It,1995
1432,Daddy Yankee,74,Rompe,1995
1433,Beyonce Featuring Jay Z,75,Deja Vu,1995
1434,Rascal Flatts,76,Life Is A Highway,1995
1435,Evanescence,77,Call Me When You're Sober,1995
1436,Carrie Underwood,78,"Jesus, Take The Wheel",1995
1437,Danity Kane,79,Show Stopper,1995
1438,Ciara Featuring Chamillionaire,80,Get Up,1995
1439,Sean Paul,81,We Be Burnin',1995
1440,Blue October,82,Hate Me,1995
1441,Lifehouse,83,You And Me,1995
1442,The Pussycat Dolls Featuring will.i.am,84,Beep,1995
1443,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",85,I Think They Like Me,1995
1444,Chris Brown,86,Say Goodbye,1995
1445,John Mayer,87,Waiting On The World To Change,1995
1446,Young Jeezy Featuring Akon,88,Soul Survivor,1995
1447,The Black Eyed Peas,89,Pump It,1995
1448,Eminem,90,When I'm Gone,1995
1449,Madonna,91,Hung Up,1995
1450,Three 6 Mafia Featuring Young Buck & Eightball & MJG,92,Stay Fly,1995
1451,Keyshia Cole,93,Love,1995
1452,Ne-Yo,94,When You're Mad,1995
1453,T.I.,95,Why You Wanna,1995
1454,P!nk,96,Stupid Girls,1995
1455,Gorillaz,97,Feel Good Inc,1995
1456,T-Pain,98,I'm Sprung,1995
1457,Taylor Hicks,99,Do I Make You Proud,1995
1458,Teddy Geiger,100,For You I Will (Confidence),1995
1459,Daniel Powter,1,Bad Day,1996
1460,Sean Paul,2,Temperature,1996
1461,Nelly Furtado Featuring Timbaland,3,Promiscuous,1996
1462,James Blunt,4,You're Beautiful,1996
1463,Shakira Featuring Wyclef Jean,5,Hips Don't Lie,1996
1464,Natasha Bedingfield,6,Unwritten,1996
1465,Gnarls Barkley,7,Crazy,1996
1466,Chamillionaire Featuring Krayzie Bone,8,Ridin',1996
1467,Justin Timberlake,9,SexyBack,1996
1468,Beyonce Featuring Slim Thug,10,Check On It,1996
1469,Mary J. Blige,11,Be Without You,1996
1470,"Nelly Featuring Paul Wall, Ali & Gipp",12,Grillz,1996
1471,The Fray,13,Over My Head (Cable Car),1996
1472,Cassie,14,Me & U,1996
1473,The Pussycat Dolls Featuring Snoop Dogg,15,Buttons,1996
1474,Chris Brown,16,Run It!,1996
1475,Ne-Yo,17,So Sick,1996
1476,Yung Joc,18,It's Goin' Down,1996
1477,Rihanna,19,SOS,1996
1478,Panic! At The Disco,20,I Write Sins Not Tragedies,1996
1479,The All-American Rejects,21,Move Along,1996
1480,Fergie,22,London Bridge,1996
1481,Red Hot Chili Peppers,23,Dani California,1996
1482,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,24,Snap Yo Fingers,1996
1483,Dem Franchize Boyz Featuring Lil Peanut & Charlay,25,"Lean Wit It, Rock Wit It",1996
1484,Rascal Flatts,26,What Hurts The Most,1996
1485,The Fray,27,How To Save A Life,1996
1486,Rihanna,28,Unfaithful,1996
1487,Snow Patrol,29,Chasing Cars,1996
1488,Hinder,30,Lips Of An Angel,1996
1489,Cascada,31,Everytime We Touch,1996
1490,Christina Aguilera,32,Ain't No Other Man,1996
1491,Fall Out Boy,33,"Dance, Dance",1996
1492,Kanye West Featuring Jamie Foxx,34,Gold Digger,1996
1493,Ludacris Featuring Pharrell,35,Money Maker,1996
1494,Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark,36,Ms. New Booty,1996
1495,Sean Paul Featuring Keyshia Cole,37,(When You Gonna) Give It Up To Me,1996
1496,Nickelback,38,Photograph,1996
1497,Kelly Clarkson,39,Because Of You,1996
1498,The Pussycat Dolls,40,Stickwitu,1996
1499,T-Pain Featuring Mike Jones,41,I'm N Luv (Wit A Stripper),1996
1500,The Black Eyed Peas,42,My Humps,1996
1501,Fort Minor Featuring Holly Brook,43,Where'd You Go,1996
1502,Chris Brown,44,Yo (Excuse Me Miss),1996
1503,Kelly Clarkson,45,Walk Away,1996
1504,D4L,46,Laffy Taffy,1996
1505,T.I.,47,What You Know,1996
1506,The All-American Rejects,48,Dirty Little Secret,1996
1507,Nickelback,49,Savin' Me,1996
1508,Mariah Carey,50,Don't Forget About Us,1996
1509,Ne-Yo,51,Sexy Love,1996
1510,E-40 Featuring T-Pain & Kandi Girl,52,U And Dat,1996
1511,Nickelback,53,Far Away,1996
1512,Nick Lachey,54,What's Left Of Me,1996
1513,Field Mob Featuring Ciara,55,So What,1996
1514,Cherish Featuring Sean Paul Of The YoungBloodZ,56,Do It To It,1996
1515,KT Tunstall,57,Black Horse & The Cherry Tree,1996
1516,Juelz Santana,58,There It Go! (The Whistle Song),1996
1517,Young Dro Featuring T.I.,59,Shoulder Lean,1996
1518,Jamie Foxx Featuring Ludacris,60,Unpredictable,1996
1519,Justin Timberlake Featuring T.I.,61,My Love,1996
1520,Eminem Featuring Nate Dogg,62,Shake That,1996
1521,Chingy Featuring Tyrese,63,Pullin' Me Back,1996
1522,Kelis Featuring Too $hort,64,Bossy,1996
1523,Jibbs,65,Chain Hang Low,1996
1524,Akon Featuring Eminem,66,Smack That,1996
1525,Ray J,67,One Wish,1996
1526,Fall Out Boy,68,"Sugar, We're Goin' Down",1996
1527,Chris Brown Featuring Lil Wayne,69,Gimme That,1996
1528,Yung Joc Featuring Brandy 'Ms. B.' Hambrick,70,I Know You See It,1996
1529,Bon Jovi,71,Who Says You Can't Go Home,1996
1530,JoJo,72,Too Little Too Late,1996
1531,Busta Rhymes,73,Touch It,1996
1532,Daddy Yankee,74,Rompe,1996
1533,Beyonce Featuring Jay Z,75,Deja Vu,1996
1534,Rascal Flatts,76,Life Is A Highway,1996
1535,Evanescence,77,Call Me When You're Sober,1996
1536,Carrie Underwood,78,"Jesus, Take The Wheel",1996
1537,Danity Kane,79,Show Stopper,1996
1538,Ciara Featuring Chamillionaire,80,Get Up,1996
1539,Sean Paul,81,We Be Burnin',1996
1540,Blue October,82,Hate Me,1996
1541,Lifehouse,83,You And Me,1996
1542,The Pussycat Dolls Featuring will.i.am,84,Beep,1996
1543,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",85,I Think They Like Me,1996
1544,Chris Brown,86,Say Goodbye,1996
1545,John Mayer,87,Waiting On The World To Change,1996
1546,Young Jeezy Featuring Akon,88,Soul Survivor,1996
1547,The Black Eyed Peas,89,Pump It,1996
1548,Eminem,90,When I'm Gone,1996
1549,Madonna,91,Hung Up,1996
1550,Three 6 Mafia Featuring Young Buck & Eightball & MJG,92,Stay Fly,1996
1551,Keyshia Cole,93,Love,1996
1552,Ne-Yo,94,When You're Mad,1996
1553,T.I.,95,Why You Wanna,1996
1554,P!nk,96,Stupid Girls,1996
1555,Gorillaz,97,Feel Good Inc,1996
1556,T-Pain,98,I'm Sprung,1996
1557,Taylor Hicks,99,Do I Make You Proud,1996
1558,Teddy Geiger,100,For You I Will (Confidence),1996
1559,Daniel Powter,1,Bad Day,1997
1560,Sean Paul,2,Temperature,1997
1561,Nelly Furtado Featuring Timbaland,3,Promiscuous,1997
1562,James Blunt,4,You're Beautiful,1997
1563,Shakira Featuring Wyclef Jean,5,Hips Don't Lie,1997
1564,Natasha Bedingfield,6,Unwritten,1997
1565,Gnarls Barkley,7,Crazy,1997
1566,Chamillionaire Featuring Krayzie Bone,8,Ridin',1997
1567,Justin Timberlake,9,SexyBack,1997
1568,Beyonce Featuring Slim Thug,10,Check On It,1997
1569,Mary J. Blige,11,Be Without You,1997
1570,"Nelly Featuring Paul Wall, Ali & Gipp",12,Grillz,1997
1571,The Fray,13,Over My Head (Cable Car),1997
1572,Cassie,14,Me & U,1997
1573,The Pussycat Dolls Featuring Snoop Dogg,15,Buttons,1997
1574,Chris Brown,16,Run It!,1997
1575,Ne-Yo,17,So Sick,1997
1576,Yung Joc,18,It's Goin' Down,1997
1577,Rihanna,19,SOS,1997
1578,Panic! At The Disco,20,I Write Sins Not Tragedies,1997
1579,The All-American Rejects,21,Move Along,1997
1580,Fergie,22,London Bridge,1997
1581,Red Hot Chili Peppers,23,Dani California,1997
1582,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,24,Snap Yo Fingers,1997
1583,Dem Franchize Boyz Featuring Lil Peanut & Charlay,25,"Lean Wit It, Rock Wit It",1997
1584,Rascal Flatts,26,What Hurts The Most,1997
1585,The Fray,27,How To Save A Life,1997
1586,Rihanna,28,Unfaithful,1997
1587,Snow Patrol,29,Chasing Cars,1997
1588,Hinder,30,Lips Of An Angel,1997
1589,Cascada,31,Everytime We Touch,1997
1590,Christina Aguilera,32,Ain't No Other Man,1997
1591,Fall Out Boy,33,"Dance, Dance",1997
1592,Kanye West Featuring Jamie Foxx,34,Gold Digger,1997
1593,Ludacris Featuring Pharrell,35,Money Maker,1997
1594,Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark,36,Ms. New Booty,1997
1595,Sean Paul Featuring Keyshia Cole,37,(When You Gonna) Give It Up To Me,1997
1596,Nickelback,38,Photograph,1997
1597,Kelly Clarkson,39,Because Of You,1997
1598,The Pussycat Dolls,40,Stickwitu,1997
1599,T-Pain Featuring Mike Jones,41,I'm N Luv (Wit A Stripper),1997
1600,The Black Eyed Peas,42,My Humps,1997
1601,Fort Minor Featuring Holly Brook,43,Where'd You Go,1997
1602,Chris Brown,44,Yo (Excuse Me Miss),1997
1603,Kelly Clarkson,45,Walk Away,1997
1604,D4L,46,Laffy Taffy,1997
1605,T.I.,47,What You Know,1997
1606,The All-American Rejects,48,Dirty Little Secret,1997
1607,Nickelback,49,Savin' Me,1997
1608,Mariah Carey,50,Don't Forget About Us,1997
1609,Ne-Yo,51,Sexy Love,1997
1610,E-40 Featuring T-Pain & Kandi Girl,52,U And Dat,1997
1611,Nickelback,53,Far Away,1997
1612,Nick Lachey,54,What's Left Of Me,1997
1613,Field Mob Featuring Ciara,55,So What,1997
1614,Cherish Featuring Sean Paul Of The YoungBloodZ,56,Do It To It,1997
1615,KT Tunstall,57,Black Horse & The Cherry Tree,1997
1616,Juelz Santana,58,There It Go! (The Whistle Song),1997
1617,Young Dro Featuring T.I.,59,Shoulder Lean,1997
1618,Jamie Foxx Featuring Ludacris,60,Unpredictable,1997
1619,Justin Timberlake Featuring T.I.,61,My Love,1997
1620,Eminem Featuring Nate Dogg,62,Shake That,1997
1621,Chingy Featuring Tyrese,63,Pullin' Me Back,1997
1622,Kelis Featuring Too $hort,64,Bossy,1997
1623,Jibbs,65,Chain Hang Low,1997
1624,Akon Featuring Eminem,66,Smack That,1997
1625,Ray J,67,One Wish,1997
1626,Fall Out Boy,68,"Sugar, We're Goin' Down",1997
1627,Chris Brown Featuring Lil Wayne,69,Gimme That,1997
1628,Yung Joc Featuring Brandy 'Ms. B.' Hambrick,70,I Know You See It,1997
1629,Bon Jovi,71,Who Says You Can't Go Home,1997
1630,JoJo,72,Too Little Too Late,1997
1631,Busta Rhymes,73,Touch It,1997
1632,Daddy Yankee,74,Rompe,1997
1633,Beyonce Featuring Jay Z,75,Deja Vu,1997
1634,Rascal Flatts,76,Life Is A Highway,1997
1635,Evanescence,77,Call Me When You're Sober,1997
1636,Carrie Underwood,78,"Jesus, Take The Wheel",1997
1637,Danity Kane,79,Show Stopper,1997
1638,Ciara Featuring Chamillionaire,80,Get Up,1997
1639,Sean Paul,81,We Be Burnin',1997
1640,Blue October,82,Hate Me,1997
1641,Lifehouse,83,You And Me,1997
1642,The Pussycat Dolls Featuring will.i.am,84,Beep,1997
1643,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",85,I Think They Like Me,1997
1644,Chris Brown,86,Say Goodbye,1997
1645,John Mayer,87,Waiting On The World To Change,1997
1646,Young Jeezy Featuring Akon,88,Soul Survivor,1997
1647,The Black Eyed Peas,89,Pump It,1997
1648,Eminem,90,When I'm Gone,1997
1649,Madonna,91,Hung Up,1997
1650,Three 6 Mafia Featuring Young Buck & Eightball & MJG,92,Stay Fly,1997
1651,Keyshia Cole,93,Love,1997
1652,Ne-Yo,94,When You're Mad,1997
1653,T.I.,95,Why You Wanna,1997
1654,P!nk,96,Stupid Girls,1997
1655,Gorillaz,97,Feel Good Inc,1997
1656,T-Pain,98,I'm Sprung,1997
1657,Taylor Hicks,99,Do I Make You Proud,1997
1658,Teddy Geiger,100,For You I Will (Confidence),1997
1659,Daniel Powter,1,Bad Day,1998
1660,Sean Paul,2,Temperature,1998
1661,Nelly Furtado Featuring Timbaland,3,Promiscuous,1998
1662,James Blunt,4,You're Beautiful,1998
1663,Shakira Featuring Wyclef Jean,5,Hips Don't Lie,1998
1664,Natasha Bedingfield,6,Unwritten,1998
1665,Gnarls Barkley,7,Crazy,1998
1666,Chamillionaire Featuring Krayzie Bone,8,Ridin',1998
1667,Justin Timberlake,9,SexyBack,1998
